input_0,input_1,predicted_0,predicted_1,target_0,target_1,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19
-0.31262043,-0.119750276,-0.19905177,0.009626188,-0.3964244,-0.23589261,0.053271316,0.10713111,0.16583852,0.21507694,0.26646876,0.31601638,0.374552,0.42433685,0.46524125,0.5167147,0.5662536,0.6162249,0.6575055,0.70708334,0.7493687,0.7914173,0.85943604,0.9056286,0.9525601,0.99999994
0.5617464,-0.21129067,0.35147902,-0.31666493,1.184637,-0.31966868,0.05438712,0.10734601,0.16853243,0.21470144,0.26453227,0.3121247,0.36792403,0.4142158,0.4560229,0.50325865,0.5568026,0.607432,0.64967513,0.7027117,0.7421636,0.7836504,0.84968764,0.90145767,0.94961256,1.0
0.117786,-0.482427,-0.026435876,-0.44552517,0.21902102,-0.86210257,0.05341387,0.109565645,0.1691204,0.21625654,0.26628363,0.31396955,0.37321252,0.42239943,0.46297756,0.51277995,0.5649406,0.6134601,0.6542269,0.70582706,0.74684346,0.7883382,0.8552892,0.90332353,0.95057344,0.99999994
0.038594395,0.04742601,0.035746727,0.05784847,0.15736173,0.031913668,0.05408949,0.10606241,0.16624543,0.21342169,0.26421392,0.31398726,0.37091178,0.41882217,0.46056575,0.5095001,0.55913574,0.6108808,0.6526958,0.7031712,0.7438235,0.786209,0.85430545,0.90354735,0.95137817,1.0
0.47039005,-0.33176202,0.28917065,-0.403909,0.9907712,-0.6129893,0.05416994,0.108376265,0.16904001,0.21530196,0.26516378,0.3123756,0.36916256,0.41614082,0.45747963,0.5053731,0.55895776,0.6088675,0.65072936,0.70369935,0.743508,0.78490233,0.8509212,0.901834,0.9500064,1.0
0.43442073,-0.34756815,0.2510929,-0.41082373,0.7368812,-0.4165276,0.054120876,0.108539864,0.16907103,0.21539982,0.26532072,0.31253874,0.36959025,0.41676438,0.45801282,0.5060495,0.5595007,0.609271,0.6510618,0.7038934,0.7438338,0.785274,0.85130966,0.9019564,0.9501156,1.0
-0.017623348,0.14704423,0.022381395,0.08065722,-0.06318366,0.4149201,0.053845003,0.105505705,0.16568792,0.21290529,0.26383963,0.31440225,0.371111,0.41885802,0.46067753,0.509747,0.5588283,0.61120176,0.652782,0.70293045,0.74339414,0.78575826,0.8544801,0.9038873,0.951627,0.9999999
1.2264763,-0.24188372,0.561543,-0.18021208,2.7099278,-0.17822699,0.05488971,0.107419506,0.16891558,0.2140033,0.26359805,0.31191498,0.36711377,0.41223863,0.45447844,0.5015206,0.5590375,0.60943943,0.65004617,0.7058411,0.74272835,0.7825011,0.8495403,0.9035559,0.94931734,1.0
-0.8056934,-0.58951586,-0.27614325,-0.26858088,-1.1460967,-0.7625321,0.052009564,0.10956134,0.16743718,0.21914604,0.27165958,0.31922483,0.3825412,0.43407524,0.4754322,0.52708745,0.5796619,0.6256317,0.6666518,0.7142562,0.75672853,0.79908174,0.86687773,0.90816915,0.955017,1.0
0.033180114,0.031027013,0.03562496,0.055068277,0.09434313,-0.08677164,0.054085396,0.10614964,0.16625103,0.21350585,0.26432833,0.31402317,0.3710512,0.41903186,0.46071374,0.5097273,0.5594043,0.611024,0.65282816,0.70328903,0.7440351,0.78641474,0.85443544,0.90356165,0.95135236,1.0
-0.5440773,-0.8862237,-0.18105027,-0.38300464,-0.83624125,-1.2507403,0.05127881,0.11012949,0.16796178,0.21893011,0.26889127,0.31531692,0.37992018,0.43120056,0.47271854,0.522727,0.5767479,0.6228685,0.6630208,0.71131176,0.7527791,0.7952661,0.86316836,0.9058764,0.952749,1.0
-0.9336725,-0.20547645,-0.3218173,-0.11948935,-1.3263229,-0.23009641,0.052408185,0.10744558,0.16542429,0.21806972,0.27042356,0.31976894,0.3808648,0.4324227,0.47365135,0.5269206,0.577268,0.624534,0.6658483,0.71315616,0.7565087,0.79794425,0.86704826,0.9093475,0.9556979,1.0
-0.21117954,-1.0827184,-0.048505783,-0.45284924,-0.82539034,-3.0652745,0.05053274,0.109898865,0.16745955,0.21764497,0.2663272,0.31236726,0.3762291,0.42785454,0.46871105,0.517452,0.57259846,0.61971956,0.6587385,0.7083763,0.7487322,0.79033357,0.8588306,0.9040795,0.95083034,1.0
-0.9430032,-0.10864152,-0.32283366,-0.08936707,-1.4577304,-0.08088567,0.052355077,0.10651404,0.16447644,0.21716169,0.26911885,0.31899795,0.37957174,0.4310428,0.4723354,0.52550197,0.5754992,0.62340015,0.6646726,0.71197003,0.75555444,0.7968571,0.86666226,0.9093281,0.9557022,1.0
-0.69276553,0.5602683,-0.2298898,0.11858739,-2.0504198,1.9928359,0.0536449,0.104204446,0.16200343,0.2110106,0.26138842,0.31410822,0.37247443,0.42037976,0.4617777,0.51224166,0.5599435,0.6136441,0.65351933,0.70179963,0.7431118,0.7851565,0.8583194,0.90753245,0.95435524,0.99999994
0.17911148,-0.4644152,0.022398867,-0.44888738,0.34223,-0.5151952,0.053616125,0.10956578,0.16930592,0.21619219,0.26628318,0.3137678,0.37275428,0.42157447,0.46224415,0.51179993,0.56428283,0.6129491,0.65387774,0.7057191,0.7465081,0.7879091,0.8546273,0.90310514,0.9504971,1.0
0.5768427,-0.16102034,0.30048403,-0.23533222,1.0084479,-0.092776075,0.054328345,0.106853575,0.16819063,0.2144507,0.26444995,0.312263,0.36783224,0.41398373,0.45591933,0.5029502,0.55637753,0.60723084,0.64957285,0.7025747,0.7418591,0.7833264,0.8495505,0.9015367,0.9496025,1.0
-0.0029196173,0.14809947,0.025095891,0.0794504,0.069788046,0.5522862,0.053863924,0.105503365,0.1657251,0.21286401,0.26377583,0.31431457,0.3709775,0.41868737,0.46053946,0.5095106,0.55862194,0.6109978,0.6526104,0.70281714,0.7432333,0.78561497,0.85430646,0.9037925,0.95158684,1.0
-0.8686418,-0.47356045,-0.29437447,-0.23030077,-1.3830985,-0.66492426,0.05223755,0.109242775,0.16737232,0.21935226,0.27224752,0.3203112,0.38298035,0.43439233,0.4754968,0.5277662,0.57974297,0.62594247,0.6669918,0.7145082,0.7571458,0.79900986,0.86730283,0.9087955,0.95531607,1.0
-0.31918246,-0.13323188,-0.21117066,-0.00092349946,-0.5243716,-0.22819048,0.05322755,0.10722406,0.16589041,0.21515147,0.2665434,0.31606805,0.37465566,0.42456383,0.46543464,0.5169223,0.5665003,0.6163012,0.6575781,0.70718706,0.7495203,0.7915651,0.8595778,0.90566486,0.95261365,1.0
0.42944935,-0.35113367,0.24669555,-0.41367075,0.7182249,-0.40393403,0.05411267,0.10857324,0.16908784,0.21542516,0.26534766,0.31256646,0.36966503,0.41686726,0.45810443,0.50616133,0.5596076,0.6093484,0.6511226,0.7039334,0.7438872,0.78533125,0.851373,0.9019796,0.95013154,1.0
0.26437593,0.71709377,0.0033636577,0.13861969,1.0338839,2.3429377,0.053189483,0.102665514,0.16281582,0.20791584,0.25910828,0.31205484,0.3673058,0.41191304,0.4549872,0.5016056,0.5497144,0.60418844,0.64516234,0.69625026,0.73381793,0.77619576,0.8479932,0.90172434,0.95039093,1.0
-0.89236313,0.22503205,-0.30342376,0.013303416,-1.725028,0.5905384,0.052972797,0.10469954,0.16241544,0.21407278,0.26466453,0.31539696,0.37486508,0.42536736,0.46685746,0.5191301,0.56817895,0.6187552,0.65958214,0.70758533,0.7506178,0.79217887,0.86396366,0.9090117,0.9552916,1.0
0.5561987,0.43546447,0.04058498,0.08450853,1.7777703,1.4546503,0.053691734,0.103687555,0.16591406,0.21082999,0.26100925,0.31222194,0.3675133,0.41318947,0.4564005,0.50193334,0.5527351,0.6054044,0.64699304,0.69887114,0.73596483,0.7778592,0.84830225,0.9017162,0.94986826,1.0
-0.06787996,0.19160938,0.0031406246,0.09799169,-0.074578434,0.95995754,0.053765245,0.10537776,0.16527309,0.21267733,0.2637337,0.31465626,0.37133634,0.41900533,0.4608088,0.51014656,0.55897486,0.6115363,0.65296894,0.7028563,0.74337363,0.78573704,0.8547856,0.9041686,0.95180774,1.0
-0.15029582,-0.40562448,-0.22593336,-0.2945885,-0.28197625,-0.6877073,0.052818816,0.108790785,0.16752772,0.21567634,0.2659842,0.31462592,0.37406248,0.42430896,0.4646585,0.5154043,0.5660248,0.61439246,0.6552077,0.70553553,0.74774414,0.7898807,0.857503,0.9039295,0.95124704,1.0
0.0666703,0.76673627,-0.035692442,0.16249692,0.13296531,1.3147638,0.053005766,0.102469146,0.16165912,0.20737387,0.25884926,0.31284112,0.367824,0.41272163,0.45539102,0.50257707,0.5501216,0.60535336,0.64633304,0.6966974,0.7347783,0.77712077,0.84920055,0.90309364,0.9519204,1.0
0.48916566,-0.31140774,0.3055319,-0.38981235,1.0333997,-0.5557603,0.054222133,0.10821639,0.16897567,0.21519041,0.26503482,0.31229213,0.36886382,0.4157133,0.45713237,0.50491977,0.5585036,0.60854083,0.6504686,0.7034735,0.74321353,0.78462756,0.85064554,0.9017304,0.9499246,1.0
-0.7547864,0.46371898,-0.24912147,0.1003025,-1.277952,0.91722196,0.053429175,0.10425785,0.16204973,0.2117381,0.2621943,0.3142236,0.37285393,0.42150685,0.4628038,0.5138392,0.56183743,0.614728,0.65495026,0.7032914,0.7452489,0.7871399,0.8599375,0.90782815,0.9544555,1.0
1.0681467,-0.59468496,0.47978863,-0.3055147,2.497322,-1.3802571,0.054052558,0.10956284,0.169907,0.21574584,0.26464984,0.31056148,0.36671922,0.41287106,0.45415303,0.50228065,0.5607825,0.61050975,0.6510377,0.70612276,0.74372417,0.7835703,0.8495709,0.9029872,0.9497465,1.0
-0.33196267,-0.087809116,-0.20499322,0.028602295,-0.87836665,-0.10433041,0.05325635,0.10691403,0.16565153,0.21503073,0.26645988,0.316159,0.37459612,0.4242437,0.46518907,0.51672345,0.56613,0.6163532,0.6576651,0.7071157,0.7493918,0.79138494,0.85953,0.90576035,0.95264006,1.0
0.072842464,0.07225533,0.037493873,0.060951255,0.71218145,0.34845215,0.054197084,0.10601182,0.16640297,0.21334529,0.26398757,0.3137884,0.3704307,0.4181603,0.46006358,0.5086783,0.55836153,0.61026174,0.6521804,0.7027562,0.74318725,0.78563106,0.8537881,0.9033778,0.9513637,1.0
-0.49986336,0.6963798,-0.17371938,0.15465143,-1.1764266,1.9834545,0.053482365,0.10383184,0.16151905,0.20944826,0.26032597,0.31436616,0.3715486,0.41823804,0.45986474,0.50945175,0.5568692,0.61167336,0.65143263,0.6998255,0.7397989,0.7821535,0.85527307,0.90685743,0.9542221,1.0000001
-0.3040963,0.06092275,-0.14948593,0.096135,-0.99047613,0.42616343,0.053421225,0.105841175,0.16496947,0.21416408,0.2655623,0.31594637,0.37358522,0.42222726,0.4634048,0.51449496,0.5634604,0.6152254,0.6566146,0.7060193,0.7478299,0.7897582,0.85847396,0.9056799,0.9525528,1.0
0.37831464,-0.39124337,0.19751729,-0.44072014,0.65835696,-0.5037319,0.054043192,0.10900449,0.16930506,0.21572009,0.2656249,0.31279242,0.37042302,0.4179518,0.45902807,0.50738555,0.56074375,0.6101402,0.6517159,0.7043334,0.7444778,0.78594196,0.8520642,0.90220636,0.95024955,1.0
0.52349186,0.445374,0.038638543,0.08654596,0.7465502,0.79839987,0.05364637,0.10369456,0.16581917,0.21076293,0.26102388,0.31232148,0.36767757,0.41331655,0.45655438,0.5022226,0.5527959,0.6055461,0.6471123,0.6988738,0.7360472,0.7779803,0.8484025,0.90176153,0.94992584,1.0
-0.013871618,0.11194883,0.026230916,0.07254869,-0.13700797,0.19088264,0.053892683,0.105632275,0.16582735,0.21311827,0.26406193,0.31439364,0.37122542,0.41904896,0.4608264,0.50995046,0.55917424,0.6114088,0.6530437,0.70324504,0.74380136,0.7861229,0.85465837,0.9039013,0.9516032,1.0
-0.87484664,0.32658625,-0.28813472,0.052366424,-3.0533895,1.493757,0.05318566,0.10442287,0.16218708,0.2132292,0.26376447,0.3148253,0.37394494,0.42378867,0.46511123,0.5170981,0.5656626,0.6172292,0.6577971,0.7059351,0.7486423,0.7902839,0.86288697,0.908869,0.9549775,1.0
0.04402288,0.06111245,0.035912506,0.059998438,0.250215,0.1496755,0.05410056,0.10599536,0.16625318,0.2133657,0.26412803,0.31396398,0.3707925,0.41864404,0.4604446,0.5093057,0.558911,0.6107599,0.652586,0.7030748,0.74365366,0.7860452,0.8541847,0.9035262,0.95139307,1.0
-0.21491466,0.13904963,-0.07777225,0.11077826,-0.56201655,0.4888359,0.05360589,0.10553713,0.16497856,0.21345882,0.26473963,0.31550044,0.3726856,0.42072445,0.46216053,0.51256704,0.5614363,0.61383873,0.65516365,0.7046715,0.7458856,0.78795874,0.85697097,0.90514994,0.95228267,1.0
-0.64150834,-0.80097365,-0.21744168,-0.34721643,-0.9377997,-1.0885364,0.051719572,0.11005786,0.16792096,0.21904577,0.26973405,0.31635055,0.3807441,0.43213642,0.47368157,0.5242694,0.57778406,0.6237956,0.6643289,0.7124165,0.7541752,0.79674196,0.8644569,0.90647125,0.9535086,1.0
0.53675205,-0.25204277,0.3406239,-0.34957638,1.137135,-0.40856296,0.054376863,0.107737795,0.16875233,0.21489432,0.2646922,0.31212485,0.36819017,0.41471255,0.4563615,0.50379276,0.55736905,0.60776234,0.64988685,0.7029101,0.74247754,0.78396416,0.84998494,0.9015182,0.9497311,1.0
-0.3200647,-0.21082453,-0.25568116,-0.07129045,-0.98208266,-0.42852372,0.053041898,0.107700765,0.16620174,0.21540104,0.26666844,0.3159831,0.3749501,0.42530423,0.46603996,0.51740915,0.56720924,0.61626077,0.6574616,0.70726174,0.7498015,0.79189706,0.8598091,0.9055341,0.9525883,1.0
-0.5725901,0.6428739,-0.19429116,0.14482877,-1.1288761,1.470864,0.0535687,0.10405952,0.16170248,0.20998326,0.26068562,0.31427392,0.37188172,0.41898385,0.4604468,0.5103867,0.5578923,0.61230457,0.6520722,0.70043135,0.74088436,0.7831961,0.8563131,0.90701544,0.95425147,0.99999994
-0.2965344,0.033014618,-0.14619976,0.0855557,-0.64166415,0.13430528,0.053443,0.10600929,0.16511476,0.21428645,0.26567736,0.31592226,0.37367973,0.42243525,0.46358183,0.51468503,0.5637101,0.6152644,0.6566427,0.7060807,0.74795693,0.7898997,0.85850513,0.90561086,0.9524929,1.0
0.2105982,0.73059905,-0.0064750733,0.14666255,0.5654773,1.7104588,0.05310258,0.10262456,0.1624936,0.20774585,0.2590625,0.31233388,0.36742055,0.41210195,0.45505327,0.501879,0.5498276,0.60453224,0.64553916,0.6964705,0.73419714,0.7765678,0.8483092,0.90203446,0.95082515,1.0
-0.30924058,-1.0506527,-0.08104369,-0.4407701,-1.1376358,-3.010322,0.050619807,0.10987626,0.167457,0.21797496,0.26708007,0.31322902,0.37759843,0.42919457,0.4702804,0.5192815,0.5742187,0.62087464,0.6600886,0.7092724,0.7498548,0.79171014,0.8600973,0.90456784,0.9512979,1.0
-0.93747884,-0.16795583,-0.32215795,-0.10720065,-1.3486974,-0.17791559,0.05240605,0.10713972,0.1650807,0.21778506,0.26994857,0.31949717,0.3803672,0.43191198,0.47316915,0.52644277,0.5766186,0.6240952,0.6654229,0.7127217,0.7562023,0.79760575,0.8669266,0.9093741,0.955724,1.0
-0.69227296,0.5532735,-0.2305669,0.11800721,-1.7810702,1.7091459,0.05363219,0.104210615,0.16201708,0.21104948,0.2614292,0.3141108,0.37247026,0.4204045,0.46179768,0.5122913,0.5599986,0.6136668,0.6535764,0.70186555,0.7432082,0.78524816,0.85836697,0.9075208,0.95434386,1.0
