input_0,input_1,predicted_0,predicted_1,target_0,target_1,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19
2.0367217,-0.2638383,1.1811392,-0.33531243,1.1870388,-0.33097,0.04505547,0.08898002,0.1380772,0.20055231,0.24427357,0.28170234,0.35247862,0.4057536,0.44677585,0.49945265,0.5406807,0.5970328,0.6401551,0.6825286,0.7328638,0.7759335,0.8371255,0.88650817,0.94126,1.0000001
1.1517497,1.5041821,0.4353623,0.57038605,0.43967518,0.57719254,0.050186798,0.09917775,0.14194527,0.19401674,0.23531187,0.2782206,0.34425032,0.39571357,0.4414315,0.5026035,0.54299617,0.5953529,0.6396642,0.6893962,0.73105586,0.7816332,0.84291726,0.8946403,0.94120026,1.0
-0.31716955,0.6632768,-0.12503229,0.16525373,-0.1281672,0.17756283,0.050322533,0.10762897,0.15519571,0.20555547,0.25081396,0.29841408,0.35546225,0.40771368,0.4544516,0.51146495,0.55450094,0.6070658,0.6559027,0.7046093,0.74857986,0.7956097,0.85139084,0.9005192,0.94389796,1.0
-0.06071047,-0.28158593,-0.06256738,-0.059949644,-0.009474059,-0.027509658,0.050680026,0.10199189,0.14982711,0.20330364,0.24958937,0.2942625,0.35127836,0.4036422,0.44792983,0.5062266,0.5527403,0.60603434,0.6573807,0.7051182,0.74984586,0.7965701,0.8499684,0.90096647,0.9471788,1.0
-0.45434517,-0.6940444,-0.20186709,-0.36098197,-0.2040613,-0.3675834,0.0500231,0.10031215,0.1495154,0.20216805,0.25007883,0.29261166,0.3511388,0.40357336,0.44818005,0.5080074,0.55541277,0.60829085,0.6599393,0.7073649,0.7500069,0.7960352,0.8488101,0.902403,0.94817626,1.0
0.38895306,-0.2517238,0.061687138,-0.07736541,0.046650123,-0.019166758,0.049680967,0.10040969,0.14830694,0.2038094,0.2487128,0.29263228,0.35129392,0.4030216,0.44529465,0.5022835,0.548488,0.601601,0.652659,0.6989312,0.7447734,0.7913659,0.8471196,0.8979762,0.9456009,1.0
-0.19001406,-0.27547073,-0.1710343,-0.103956744,-0.24402827,-0.112545244,0.050790638,0.10244097,0.1503835,0.20317647,0.24988568,0.29494277,0.3518169,0.4041479,0.44895542,0.5073705,0.5539459,0.60758984,0.6585505,0.70657945,0.75097597,0.79751444,0.85054964,0.90151805,0.9474498,1.0
-0.15527499,0.12982328,-0.033930335,0.09883705,-0.014112798,0.09965241,0.051265683,0.104827136,0.15206179,0.20310813,0.24865124,0.29578507,0.35272098,0.40411276,0.4506222,0.5074539,0.5531474,0.6067088,0.65682805,0.70599,0.7513888,0.7980689,0.852146,0.901156,0.9464745,1.0
-2.5629447,-2.4022553,-0.69894093,-0.7710857,-0.7089591,-0.7848234,0.040552348,0.079294935,0.12899967,0.17601395,0.22739752,0.25788125,0.3164969,0.379229,0.42714643,0.50276035,0.54947144,0.59523296,0.6565867,0.70536727,0.7431847,0.78815156,0.8405214,0.90474117,0.9519582,1.0
-1.0513366,-0.31794888,-0.31858435,-0.15950483,-0.33511174,-0.16542502,0.049343582,0.102938436,0.15361062,0.2031978,0.25175843,0.29630417,0.35386625,0.4060123,0.45365292,0.5118438,0.55751276,0.6091032,0.65824556,0.7084422,0.7516121,0.79783773,0.84989,0.9019899,0.9469453,0.99999994
-0.9008332,2.3532848,-0.36355764,0.7434902,-0.37061906,0.75758797,0.04165459,0.1056606,0.15393066,0.19977711,0.24068092,0.28543526,0.34627956,0.39795882,0.44724706,0.508322,0.5472908,0.592664,0.6406345,0.6893128,0.7303567,0.78119165,0.84211767,0.8988308,0.9390218,1.0
-1.4925586,0.6351136,-0.8570966,0.2963111,-0.8595785,0.2943447,0.047363814,0.10756892,0.15936296,0.20787291,0.25515586,0.30204222,0.35999042,0.411485,0.46187428,0.51951206,0.56158817,0.61067593,0.65877974,0.708869,0.75213265,0.7986555,0.8531127,0.9028662,0.94410837,1.0
1.1699616,1.3989627,0.45958814,0.5441496,0.46420416,0.5497136,0.05022279,0.09899407,0.1417681,0.19429764,0.23556378,0.27828562,0.3442368,0.39597404,0.44122142,0.502246,0.5430364,0.59558356,0.6397828,0.6893886,0.7313609,0.7822168,0.84301835,0.89447373,0.94126296,1.0
0.48037404,-0.30654806,0.29186743,-0.37930998,0.3161152,-0.40671974,0.049110454,0.099535346,0.14763936,0.20378691,0.24869668,0.29214776,0.35140073,0.40330338,0.4453919,0.5018763,0.548141,0.6015118,0.6524074,0.69801605,0.74399924,0.790247,0.8463603,0.8973788,0.94555336,1.0
-0.110334754,-0.21298073,-0.04558018,-0.016388282,0.00029400026,-0.00297544,0.0508104,0.10266249,0.15030277,0.20320337,0.24955297,0.2947295,0.35146278,0.40376303,0.44858253,0.50684583,0.55318975,0.60659647,0.6577109,0.7057813,0.7507241,0.7974186,0.8506398,0.9012869,0.94724774,1.0
-0.36246994,0.38688046,-0.15372464,0.15670565,-0.15702309,0.15954344,0.051180664,0.10670031,0.15492779,0.20531574,0.25097936,0.2984954,0.354972,0.40684217,0.45367151,0.5107372,0.55520713,0.6081326,0.6572925,0.70631385,0.75108063,0.79790425,0.85237664,0.90133667,0.9455576,1.0000001
0.87549573,-0.056742173,0.5685618,-0.18190669,0.564688,-0.17616844,0.047918785,0.09758779,0.14386037,0.19956344,0.24338949,0.28618723,0.34781486,0.39884514,0.44129428,0.4968751,0.5420648,0.5967572,0.6452684,0.69158053,0.7392972,0.7865776,0.8446483,0.8948292,0.94435143,1.0000001
0.29867315,-1.4198074,0.23084775,-1.0936807,0.23132084,-1.0906771,0.04832976,0.090740345,0.14516339,0.20434007,0.24863973,0.28715613,0.3506202,0.40705258,0.44741744,0.5050331,0.552793,0.60352397,0.6567415,0.69867337,0.73928034,0.78433263,0.8396262,0.89382386,0.9455869,1.0
0.63044447,0.5183184,0.038818724,0.090705484,0.061280776,0.09502757,0.049817037,0.102336854,0.14619872,0.19939116,0.24199705,0.2869402,0.3461793,0.39786595,0.44212043,0.49906233,0.54286,0.5966466,0.64467704,0.6945245,0.73884654,0.78713715,0.846023,0.89659095,0.9430373,1.0
0.36723366,0.13413328,0.04135941,0.0632649,0.049250986,0.056418903,0.05040628,0.10315509,0.14885277,0.20182742,0.24575032,0.2914006,0.3496992,0.4013347,0.44534078,0.50215,0.54735667,0.6006329,0.6506187,0.69889754,0.7444087,0.79192245,0.8489262,0.8984591,0.9449756,1.0000001
-0.885172,2.423848,-0.35150653,0.74723846,-0.35852998,0.76280737,0.041442674,0.10551292,0.15370476,0.19944343,0.24005477,0.28463584,0.34571242,0.3973749,0.44672614,0.5080343,0.5470374,0.5921165,0.6399888,0.68863726,0.72956705,0.7806332,0.8417471,0.8988472,0.93897563,1.0
-0.12931757,0.054549687,-0.013576031,0.075709835,0.0098647075,0.06742331,0.05117237,0.10439539,0.15160885,0.20301366,0.24866015,0.2954105,0.35228437,0.40377396,0.44998106,0.5071543,0.55300736,0.6066577,0.6569898,0.7060365,0.7514551,0.798073,0.8520188,0.901179,0.9466891,1.0
0.92908996,-1.6364461,0.5771934,-0.9964485,0.58053946,-0.9985944,0.04643219,0.08659077,0.14253633,0.2041984,0.24797143,0.2860021,0.3522852,0.4107798,0.45026273,0.50532746,0.55375654,0.60277104,0.65377533,0.69283164,0.7330638,0.7761425,0.8354061,0.8883743,0.94227856,1.0
-1.0576035,1.881319,-0.47525686,0.69755787,-0.47982612,0.70479655,0.04296734,0.10706083,0.1556913,0.20262033,0.24566641,0.29158396,0.35070896,0.40276575,0.45167005,0.511587,0.5501969,0.5975807,0.64592403,0.6951443,0.7368609,0.78615177,0.8455372,0.89927596,0.93945813,1.0
0.3105586,-0.38823512,0.11172356,-0.4105854,0.123066284,-0.45361307,0.04991451,0.099883124,0.14844239,0.2043346,0.24972476,0.29305223,0.3516983,0.4040426,0.44636637,0.5035282,0.5499848,0.6032785,0.6544883,0.7004051,0.7458701,0.7920596,0.84701145,0.8983543,0.94624245,1.0
-0.6624537,0.8903104,-0.19844498,0.15804902,-0.20734915,0.16710156,0.048764806,0.10842888,0.15749073,0.2067792,0.25200608,0.2995135,0.35596436,0.4084733,0.45574644,0.5133072,0.5548173,0.6061808,0.6550439,0.7037834,0.74750924,0.79429156,0.85080796,0.90074325,0.94250244,1.0
-0.6330162,0.5766785,-0.21507092,0.12835638,-0.22324906,0.13808195,0.050260622,0.10779119,0.15712525,0.2067905,0.25276157,0.30033255,0.35671595,0.4091301,0.45640582,0.5135514,0.55661356,0.60873264,0.6575731,0.7064568,0.75063705,0.7972296,0.8521659,0.90124166,0.9440417,1.0
1.0422584,1.059264,0.5163345,0.46773982,0.5175836,0.47287247,0.05010584,0.09995621,0.14295089,0.19633144,0.23785606,0.28084028,0.34492758,0.39715916,0.441543,0.5011188,0.5431226,0.59599733,0.6406175,0.69004655,0.7329102,0.7833344,0.84341407,0.894505,0.94136226,1.0
1.6926613,0.3811835,0.6565233,0.029399041,0.6557704,0.03828931,0.04792405,0.09290865,0.13800734,0.19541723,0.23698056,0.2761929,0.34531575,0.3975976,0.43975884,0.49652758,0.5379946,0.59361106,0.63733953,0.68387973,0.73211133,0.7793679,0.8399309,0.8913771,0.9417359,1.0000001
-0.13431716,-0.42367697,-0.21553236,-0.31853974,-0.2162662,-0.32878596,0.05070101,0.101391196,0.14976454,0.20335144,0.24998534,0.29417247,0.35162073,0.40407184,0.44822124,0.50666684,0.5538375,0.6071439,0.6585538,0.706077,0.7499497,0.79648125,0.8496479,0.90133625,0.94749445,1.0
-0.8643555,0.06511854,-0.31312156,-0.03147937,-0.32519466,-0.03131612,0.05105455,0.10621726,0.15649869,0.20620209,0.25323862,0.2998721,0.35719025,0.40878043,0.45659122,0.5133108,0.55875564,0.6107966,0.6590515,0.709033,0.75284916,0.7990943,0.85210496,0.901962,0.9461973,1.0
2.8177648,0.3647191,1.2339398,-0.12981936,1.2549304,-0.11617108,0.047310166,0.08633587,0.13292108,0.19529158,0.23621762,0.27127272,0.35077357,0.4050746,0.44618592,0.50323194,0.54007715,0.59799325,0.6379737,0.68056124,0.7308029,0.774196,0.83597547,0.8864046,0.93916357,1.0
-0.8116313,0.4187707,-0.26173857,0.08412619,-0.27304727,0.09103207,0.050384577,0.10739813,0.15732348,0.20698458,0.2535603,0.30082908,0.3578009,0.40978366,0.457477,0.5145323,0.558337,0.6099624,0.658563,0.7079599,0.7520354,0.7982769,0.85254693,0.9016073,0.94466966,1.0
-1.1763169,-0.57735264,-0.87186426,-0.46598092,-0.86178255,-0.47316077,0.047871586,0.09989679,0.14988658,0.19984092,0.24875529,0.29166907,0.34907848,0.40185046,0.4494649,0.5099682,0.55606985,0.6079714,0.65805626,0.70818925,0.7509148,0.7971574,0.8487211,0.9023961,0.94731176,1.0
0.41749954,2.723833,0.05292588,0.7721955,0.05600059,0.7921671,0.04613657,0.103114575,0.15017547,0.1980563,0.23660249,0.28039315,0.34452957,0.39539358,0.44428736,0.5051664,0.54420507,0.59023476,0.6357921,0.6853423,0.7244382,0.77553666,0.8386479,0.8939336,0.93847096,0.99999994
-0.95718974,0.12818135,-0.30985987,-0.021520097,-0.32612482,-0.0194392,0.050677337,0.10625488,0.15679245,0.20614713,0.25336993,0.29988045,0.35735536,0.40898573,0.4573055,0.5140692,0.55939436,0.6107779,0.6590115,0.7090992,0.75285584,0.79906076,0.85230404,0.90208507,0.94595134,1.0
-1.2899414,1.5030564,-0.61160433,0.6094841,-0.6161621,0.6126639,0.04437706,0.10816969,0.15801013,0.20545152,0.24997509,0.29698986,0.35474142,0.40690526,0.45632994,0.51591474,0.55468726,0.60282576,0.65080154,0.70033187,0.7426045,0.7910141,0.8490058,0.9012015,0.94108784,1.0
2.539125,0.2834906,1.2315551,-0.15020794,1.2467679,-0.13782504,0.046944518,0.08754001,0.13403478,0.19551381,0.23680903,0.27280977,0.34967738,0.40354967,0.44501412,0.5013066,0.5393031,0.5967339,0.6378155,0.6811904,0.73128545,0.77502453,0.8363686,0.8870635,0.93963647,1.0
-0.4985446,-1.4351543,-0.314219,-1.0187746,-0.31394815,-1.0187223,0.04850445,0.0926905,0.14475438,0.19856612,0.24509937,0.28223515,0.3428223,0.39883918,0.44060734,0.5029197,0.55138266,0.6017547,0.6575464,0.70259845,0.7425513,0.7894023,0.8422506,0.90020454,0.9483161,1.0000001
-0.9616678,0.2552968,-0.30092123,0.013136385,-0.3171308,0.016598595,0.050447892,0.10675666,0.15717763,0.20647936,0.2535788,0.30024475,0.35783255,0.40947282,0.45774662,0.51474696,0.5594734,0.61057746,0.6588653,0.70880234,0.7527065,0.7987852,0.8525318,0.9019425,0.94535375,1.0
2.2518392,0.10140953,1.2215943,-0.2033338,1.2299253,-0.19497947,0.046296358,0.08891826,0.1361081,0.19764377,0.23953834,0.2763728,0.34985968,0.40311438,0.44467023,0.49953496,0.5389129,0.5958519,0.63811886,0.6817223,0.7318635,0.77566695,0.8367834,0.8872409,0.94022644,1.0
-1.3031927,0.24436922,-0.9172857,0.13731584,-0.91053706,0.12960535,0.04882568,0.10557194,0.15732047,0.20583147,0.25375536,0.2997239,0.35791522,0.4098473,0.4594534,0.5165192,0.56104624,0.61077857,0.6587683,0.7095059,0.7528081,0.7990849,0.85267365,0.90266573,0.94562054,1.0
0.6215961,-0.82437325,0.3061619,-0.43098643,0.31194022,-0.43853027,0.047489982,0.09490538,0.14678906,0.20628853,0.25189024,0.29248518,0.3544758,0.40854824,0.45006528,0.5047084,0.551836,0.6050734,0.6555653,0.6985049,0.7431279,0.7876121,0.84268713,0.89478976,0.94551337,0.99999994
-0.91768813,-1.8417773,-0.4188796,-0.9717822,-0.41853988,-0.97901183,0.046414446,0.08742508,0.13966283,0.19221717,0.2393079,0.27358612,0.33447772,0.39273003,0.4344832,0.5009121,0.548892,0.59726155,0.6558204,0.7012955,0.73965716,0.78661156,0.83909696,0.90060115,0.94922006,0.99999994
-0.74640024,0.4146915,-0.25264853,0.09502287,-0.26326665,0.09891982,0.050599847,0.10736504,0.1570743,0.206825,0.25327998,0.3006975,0.35746968,0.40950155,0.4570031,0.51403916,0.55792534,0.6098969,0.6585576,0.7078508,0.7520461,0.7983172,0.8525756,0.90156925,0.94475925,1.0
0.89137167,-0.078848004,0.5650421,-0.18927059,0.562027,-0.1830227,0.04780256,0.097257055,0.14362213,0.19949278,0.24341314,0.2860056,0.3477733,0.39886194,0.44128835,0.4967513,0.54203266,0.59679925,0.64532775,0.69150645,0.73930824,0.78645957,0.8444779,0.89469624,0.9444015,1.0
0.4107708,-1.4054646,0.30943176,-1.0810862,0.31081456,-1.0787057,0.04804643,0.09031483,0.14481425,0.204714,0.24898928,0.28775328,0.3515318,0.40824378,0.4485372,0.5053254,0.5532349,0.60408664,0.6566456,0.6981826,0.73889124,0.78354377,0.83921313,0.892884,0.94493216,1.0
-1.9213918,-1.7141029,-0.7088854,-0.7353494,-0.71916646,-0.7459124,0.043313436,0.08678578,0.1358188,0.18510433,0.23567723,0.27038723,0.3279928,0.38700044,0.4345332,0.5048722,0.5514316,0.6003641,0.6577101,0.7070997,0.7471727,0.7920935,0.8444992,0.90502423,0.9505773,1.0
0.26864898,-1.1693871,0.15229456,-0.50259763,0.15081066,-0.5014775,0.048758756,0.09350471,0.14683354,0.20580915,0.25086203,0.29036465,0.35264772,0.4079826,0.44885376,0.5055839,0.5531685,0.60605323,0.6579943,0.70076424,0.74277353,0.7878319,0.8419939,0.89540744,0.9460788,1.0
-0.31766817,3.3818183,-0.15689209,0.7966177,-0.1595683,0.8186986,0.041407403,0.104793265,0.15377556,0.20019212,0.23770119,0.28072655,0.34520498,0.39610937,0.44558445,0.50786585,0.5462831,0.58866215,0.63398135,0.68273246,0.72116864,0.77400196,0.8368332,0.89708793,0.9378932,1.0
-0.26961067,1.2108017,-0.19248518,0.78732383,-0.18960418,0.7749216,0.047969516,0.10806154,0.15446022,0.20405224,0.24778634,0.29435807,0.35286492,0.40538698,0.45273545,0.51043373,0.5517092,0.6023898,0.6509707,0.69963324,0.7422761,0.79000026,0.84842145,0.89920485,0.9417853,1.0
-1.7617099,-1.288878,-0.77412355,-0.6510327,-0.7803506,-0.6572122,0.044241935,0.09116221,0.14054741,0.18962725,0.24036945,0.27824855,0.3353762,0.3917901,0.4403885,0.50724274,0.5532443,0.6033915,0.65751517,0.7080542,0.7493174,0.7942204,0.84646,0.90490675,0.9497632,1.0
0.19001296,0.13399778,0.041042928,0.06818814,0.04085192,0.06075626,0.050700597,0.103695914,0.14978403,0.20205654,0.24671577,0.29274768,0.35035083,0.40192455,0.44710192,0.50399923,0.54957825,0.6030185,0.6532717,0.7020694,0.74738765,0.7944968,0.8504027,0.8995198,0.94565856,1.0000001
1.2724539,0.4904267,0.63025856,0.1445998,0.6350576,0.15109596,0.04870739,0.09651152,0.140742,0.1961518,0.23808464,0.27931702,0.34393966,0.39571983,0.43800735,0.49568072,0.53870237,0.5930935,0.638326,0.6861046,0.7329412,0.78226805,0.84210724,0.89341545,0.94255847,1.0
0.63876426,-0.9067893,0.30140448,-0.43124658,0.30845627,-0.44433272,0.047284108,0.0941087,0.14680645,0.2067399,0.2523655,0.29272097,0.3551104,0.409554,0.45103323,0.5053706,0.55271393,0.60569227,0.6561089,0.6986393,0.74287724,0.78714776,0.8422735,0.89437,0.9452799,1.0
-0.53739035,-0.12390898,-0.3261531,-0.062845744,-0.31941986,-0.0664375,0.050998904,0.10441269,0.15311407,0.20429227,0.25123453,0.2973138,0.35437414,0.40605932,0.45220616,0.5097421,0.55584955,0.60976774,0.6591111,0.7083199,0.7522837,0.798713,0.8511081,0.9016553,0.9469566,1.0
-0.16110256,1.4260281,-0.118973926,0.78628504,-0.12193782,0.7867019,0.04727956,0.107188955,0.1529915,0.20260815,0.24544962,0.29136974,0.35055226,0.40292108,0.4507171,0.5085498,0.54957443,0.5992138,0.64760715,0.6964635,0.7384917,0.7867936,0.8462658,0.8982779,0.94115597,0.9999999
0.15214238,0.65835905,-0.0077622887,0.14246343,0.00099946,0.15268712,0.050408076,0.10588668,0.15029934,0.20213038,0.2462028,0.29353613,0.35168785,0.4031069,0.44965097,0.50627214,0.5494552,0.60215473,0.6510547,0.7006588,0.74397385,0.7917279,0.84924424,0.89913493,0.9433961,1.0
0.34487662,0.60056645,0.020281643,0.1134554,0.033838034,0.12240318,0.05006981,0.10436412,0.14823917,0.20076996,0.24414444,0.2906756,0.3491636,0.4005904,0.4465542,0.5032704,0.5465021,0.5996619,0.64837635,0.6982574,0.7416954,0.78961587,0.84756374,0.8977525,0.94279706,1.0
-0.26691157,1.3008999,-0.18237859,0.7839518,-0.18482952,0.77935946,0.047578856,0.10787486,0.15414494,0.20356554,0.24701634,0.29343066,0.3522365,0.4048116,0.4523411,0.510207,0.55131525,0.6015774,0.6500577,0.69863564,0.74108505,0.7890723,0.8478279,0.89907664,0.9416091,1.0
1.11158,-0.011110425,0.5959236,-0.11151856,0.60042304,-0.10940638,0.047103494,0.09561211,0.14165254,0.198491,0.24186096,0.28342962,0.34682205,0.39783084,0.44019353,0.4951288,0.53945416,0.59475946,0.6419695,0.6880633,0.736513,0.78353465,0.8426229,0.8930436,0.9435073,0.99999994
-0.9482027,0.75587636,-0.67046636,0.49338964,-0.6948275,0.5102893,0.04840716,0.1081419,0.15845655,0.20733352,0.25343663,0.30054098,0.3574568,0.40973997,0.45806152,0.51541674,0.5574403,0.60804224,0.65667737,0.7059678,0.7495588,0.79616266,0.8518008,0.901559,0.94309795,0.9999999
-0.26830998,1.017393,-0.107345216,0.1719895,-0.11453183,0.19497797,0.04882218,0.10815674,0.15480864,0.20481645,0.24917468,0.29617813,0.35401806,0.4063455,0.4532916,0.510538,0.5522138,0.60384643,0.652679,0.7014803,0.7444738,0.7917535,0.84939605,0.89927584,0.9420965,1.0
-0.11902904,0.1565197,-0.016440753,0.09934771,0.0003326409,0.09629216,0.05121274,0.10476298,0.1518266,0.20290667,0.24838747,0.2955287,0.35250482,0.40386155,0.45038965,0.5071298,0.5528276,0.6063648,0.65653855,0.7057755,0.75114536,0.7979069,0.85213464,0.90107834,0.9464039,1.0
0.11199573,-1.6202527,0.09870098,-1.1031612,0.09968439,-1.1027731,0.04862789,0.089930914,0.14469865,0.20218942,0.24621534,0.2834249,0.34704584,0.40378365,0.44355774,0.5032439,0.5511,0.6001564,0.65568143,0.69793814,0.7373738,0.7829695,0.8382376,0.8945476,0.94624895,1.0
-0.15264499,-0.5767677,-0.14919804,-0.41229993,-0.14033395,-0.4061459,0.05055606,0.10053265,0.14947909,0.20345363,0.25027746,0.29355997,0.35164672,0.40431306,0.4481325,0.5066677,0.5541433,0.6072908,0.65881884,0.7059307,0.74940383,0.7957034,0.8490198,0.90142804,0.9477643,1.0
-0.88356006,-1.3015949,-0.54966754,-0.8845663,-0.5474261,-0.8857926,0.047562644,0.09309985,0.14354572,0.19601631,0.24399297,0.28170317,0.34092113,0.39616215,0.44021758,0.5048206,0.55266714,0.60375667,0.65852106,0.7053077,0.7457155,0.792361,0.8446382,0.90244913,0.9490093,1.0
-0.8125533,0.39707628,-0.2651307,0.080831416,-0.27589768,0.08675902,0.050462823,0.107333615,0.15725726,0.20690249,0.25350076,0.30074045,0.35774332,0.4096735,0.45737392,0.51442546,0.5583611,0.6100116,0.6585934,0.7080283,0.7521305,0.79834074,0.85255426,0.9016275,0.9447712,1.0
0.24817777,0.6066511,0.011963178,0.12460789,0.023107834,0.13197087,0.050284177,0.10509339,0.14918223,0.20136994,0.24517447,0.29216126,0.3503915,0.40183997,0.44805315,0.504692,0.5479862,0.6009973,0.6498574,0.6995592,0.7430919,0.790909,0.8485945,0.89857197,0.94326776,1.0
0.9248256,-0.532179,0.46259847,-0.32360834,0.46776313,-0.32786542,0.046777643,0.09507866,0.14410645,0.20305336,0.24813655,0.28899282,0.35172614,0.404161,0.44588923,0.5001373,0.54583,0.6003403,0.6493494,0.693434,0.74111235,0.7859322,0.8430864,0.8940711,0.9449983,0.9999999
-0.06923926,-0.111568026,0.014072821,0.028071385,0.020273115,0.024914863,0.050916117,0.103170276,0.15049192,0.20304514,0.24906369,0.29463223,0.3513986,0.4034856,0.44865263,0.5065245,0.5526696,0.6061466,0.65714824,0.705581,0.75083363,0.79747,0.85105807,0.90108854,0.94702005,1.0
-0.2803189,0.045170423,-0.13114879,0.08962841,-0.13833094,0.12205404,0.051336627,0.10493702,0.15272819,0.20393181,0.24977025,0.29661417,0.35352892,0.40500516,0.4512285,0.5084288,0.5541332,0.60778594,0.6576586,0.70675254,0.75195193,0.79848385,0.8519176,0.90139186,0.9467322,1.0
