input_0,input_1,predicted_0,predicted_1,target_0,target_1,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99
-1.1164272,-0.15884307,-0.6859615,-0.14297035,-0.3437593,-0.109589614,0.4207,0.4316,0.438,0.4407,0.4429,0.4485,0.4497,0.4644,0.4663,0.467,0.4775,0.4866,0.487,0.4878,0.4956,0.4956,0.4983,0.503,0.503,0.506,0.5063,0.509,0.511,0.511,0.5127,0.5127,0.5137,0.5137,0.5137,0.5137,0.5156,0.5205,0.522,0.522,0.5244,0.5273,0.529,0.5317,0.5317,0.5337,0.539,0.546,0.549,0.5493,0.5493,0.552,0.552,0.554,0.554,0.555,0.559,0.559,0.5605,0.562,0.5635,0.5635,0.565,0.565,0.565,0.569,0.572,0.573,0.5757,0.577,0.577,0.5786,0.58,0.58,0.583,0.583,0.5854,0.5884,0.5923,0.5923,0.5938,0.5938,0.5967,0.5996,0.601,0.605,0.612,0.6177,0.62,0.6216,0.623,0.6245,0.6313,0.633,0.6343,0.6367,0.6396,0.641,0.6465,0.655,0.6577,0.6606,0.6675,0.67,0.6743,0.6772
-0.793108,1.2017865,-0.47052312,0.6035404,-0.49850738,0.6814882,0.325,0.3403,0.3667,0.4124,0.4124,0.4207,0.4282,0.4324,0.44,0.4478,0.4539,0.4573,0.4587,0.4614,0.4678,0.474,0.4746,0.476,0.4775,0.4885,0.4907,0.4927,0.4941,0.496,0.4976,0.4983,0.4998,0.5005,0.5024,0.5044,0.5044,0.5073,0.5107,0.5127,0.515,0.516,0.517,0.5176,0.526,0.5273,0.5273,0.5273,0.528,0.5293,0.532,0.535,0.5356,0.54,0.5435,0.5454,0.5483,0.5503,0.552,0.554,0.5635,0.5674,0.569,0.572,0.572,0.5747,0.5815,0.583,0.584,0.584,0.5854,0.587,0.5913,0.5913,0.5923,0.5923,0.5996,0.6035,0.6094,0.612,0.616,0.6187,0.6187,0.6245,0.627,0.627,0.6343,0.6353,0.6367,0.638,0.6436,0.6465,0.6465,0.6465,0.648,0.6494,0.6562,0.669,0.6797,0.681,0.6963,0.6978,0.716,0.7295,0.7437,0.7505
-0.8826698,-0.84406817,-0.5713459,-0.58880985,-0.70703524,-0.69717985,0.3867,0.4207,0.433,0.449,0.4512,0.4553,0.4553,0.4636,0.467,0.4678,0.4788,0.481,0.4866,0.4878,0.4893,0.4927,0.4941,0.4949,0.4968,0.5005,0.502,0.504,0.5093,0.5103,0.5107,0.511,0.5156,0.517,0.5195,0.5195,0.5195,0.527,0.529,0.5317,0.534,0.5356,0.5386,0.539,0.54,0.54,0.5405,0.5425,0.544,0.547,0.5474,0.5483,0.5503,0.5522,0.553,0.555,0.558,0.559,0.5605,0.5605,0.5605,0.562,0.5635,0.5635,0.5664,0.569,0.569,0.572,0.572,0.573,0.5747,0.5757,0.5757,0.5786,0.58,0.583,0.583,0.584,0.587,0.59,0.59,0.5913,0.5996,0.601,0.6035,0.605,0.608,0.6094,0.6177,0.6187,0.62,0.6216,0.626,0.626,0.6284,0.6313,0.6343,0.645,0.648,0.6523,0.6523,0.6533,0.6714,0.684,0.694,0.699
-0.58769214,-0.11099292,-0.3685676,-0.08393003,-0.32255024,-0.07356411,0.4387,0.4553,0.458,0.4644,0.4656,0.472,0.4734,0.4775,0.4775,0.4788,0.483,0.487,0.4907,0.4941,0.499,0.503,0.506,0.5063,0.5063,0.509,0.5107,0.514,0.515,0.516,0.5186,0.5205,0.5205,0.5225,0.527,0.5273,0.528,0.531,0.532,0.5337,0.534,0.537,0.5376,0.5376,0.5386,0.5386,0.539,0.54,0.54,0.5405,0.541,0.5435,0.545,0.5454,0.5454,0.552,0.553,0.555,0.5566,0.559,0.562,0.5635,0.5635,0.5635,0.565,0.565,0.565,0.5664,0.5664,0.5664,0.5674,0.569,0.569,0.5703,0.572,0.573,0.5757,0.577,0.5815,0.583,0.5884,0.5923,0.5967,0.5967,0.5967,0.5996,0.602,0.605,0.605,0.6064,0.6064,0.6094,0.612,0.6177,0.62,0.623,0.6245,0.6245,0.626,0.626,0.63,0.6353,0.6436,0.655,0.669,0.6714
-1.3699102,2.5593922,-0.46429634,0.7004206,-0.47169852,0.7204003,0.08527,0.2092,0.2148,0.2556,0.2695,0.2952,0.3035,0.316,0.329,0.3445,0.3472,0.352,0.3618,0.3784,0.3792,0.386,0.3882,0.3909,0.397,0.4006,0.4082,0.42,0.4255,0.4275,0.433,0.4448,0.449,0.4504,0.452,0.458,0.4685,0.49,0.4983,0.4983,0.5005,0.504,0.509,0.5093,0.5156,0.5186,0.5234,0.524,0.5244,0.526,0.526,0.5273,0.531,0.5386,0.539,0.541,0.5435,0.545,0.546,0.5483,0.552,0.572,0.577,0.5815,0.59,0.5913,0.5913,0.5938,0.5967,0.5996,0.601,0.608,0.6177,0.6465,0.6533,0.659,0.6616,0.6616,0.666,0.669,0.67,0.6714,0.6743,0.6772,0.6797,0.681,0.681,0.7075,0.712,0.713,0.713,0.727,0.7285,0.7354,0.737,0.7393,0.759,0.7656,0.7783,0.78,0.799,0.8643,0.8657,0.867,0.903,0.9224
-0.37169632,-1.763514,-0.15899643,-1.0338316,-0.18393077,-1.0685927,0.3416,0.3638,0.372,0.3853,0.4192,0.427,0.4282,0.4365,0.44,0.4497,0.4504,0.4526,0.4553,0.4573,0.463,0.463,0.4692,0.4727,0.4734,0.4783,0.481,0.485,0.4893,0.4915,0.492,0.4941,0.4941,0.502,0.5024,0.504,0.5044,0.5107,0.512,0.514,0.5176,0.5195,0.521,0.5225,0.5244,0.532,0.5327,0.534,0.5356,0.544,0.549,0.5522,0.5605,0.565,0.565,0.5664,0.5664,0.5664,0.5674,0.569,0.569,0.5703,0.5747,0.5757,0.5757,0.577,0.5815,0.5815,0.5815,0.584,0.5854,0.587,0.587,0.587,0.5923,0.5923,0.5923,0.5938,0.5967,0.5967,0.598,0.6035,0.608,0.6104,0.6133,0.6133,0.6177,0.63,0.6313,0.6343,0.6396,0.6396,0.6465,0.6465,0.648,0.6577,0.659,0.6616,0.669,0.678,0.684,0.6895,0.7046,0.716,0.7227,0.7505
0.90601593,0.17281613,0.5774742,-0.0063456595,0.61419594,-0.026724704,0.3818,0.422,0.429,0.4595,0.4602,0.4622,0.4636,0.4663,0.4678,0.4692,0.4712,0.4712,0.4734,0.4783,0.4802,0.481,0.487,0.487,0.4878,0.4927,0.4956,0.496,0.503,0.503,0.503,0.5044,0.506,0.5093,0.511,0.512,0.5127,0.5127,0.514,0.516,0.526,0.5273,0.528,0.529,0.5303,0.5356,0.542,0.542,0.5425,0.545,0.547,0.547,0.549,0.5522,0.5537,0.5566,0.5635,0.5635,0.5635,0.565,0.565,0.5664,0.5664,0.5664,0.5703,0.5703,0.572,0.5747,0.5747,0.5757,0.58,0.5815,0.5815,0.584,0.5854,0.5854,0.5884,0.59,0.5913,0.5913,0.5913,0.5996,0.5996,0.601,0.602,0.6035,0.605,0.6064,0.608,0.6104,0.6133,0.6147,0.6177,0.6187,0.623,0.6245,0.626,0.627,0.63,0.633,0.641,0.651,0.6606,0.666,0.6772,0.721
-0.33701628,-0.24027127,-0.20623642,-0.15283984,-0.30747998,-0.11302245,0.4304,0.4373,0.4539,0.4539,0.4705,0.4802,0.4817,0.487,0.4915,0.4941,0.4949,0.4949,0.4968,0.4983,0.4983,0.501,0.5024,0.503,0.5044,0.5073,0.5107,0.512,0.5156,0.5195,0.5205,0.521,0.5244,0.526,0.527,0.5273,0.5273,0.5293,0.5327,0.5327,0.5337,0.534,0.5366,0.5366,0.5376,0.539,0.5405,0.5405,0.5405,0.542,0.544,0.5454,0.546,0.5474,0.5493,0.5503,0.5522,0.553,0.554,0.5566,0.5566,0.559,0.5605,0.5605,0.5635,0.5635,0.5635,0.5635,0.565,0.5664,0.572,0.573,0.5757,0.5757,0.577,0.577,0.58,0.5815,0.583,0.583,0.587,0.587,0.587,0.59,0.5923,0.5938,0.595,0.598,0.598,0.5996,0.602,0.6035,0.6035,0.608,0.608,0.6104,0.616,0.62,0.62,0.62,0.6216,0.623,0.6284,0.6523,0.6646,0.669
0.4305246,1.1013542,0.19574142,0.6023375,0.29453787,0.67126566,0.3713,0.3977,0.422,0.429,0.4324,0.4436,0.4504,0.4512,0.456,0.4573,0.4587,0.461,0.4636,0.465,0.47,0.4712,0.481,0.4885,0.4885,0.4927,0.4949,0.4956,0.496,0.4968,0.4976,0.502,0.503,0.504,0.504,0.5063,0.508,0.508,0.5107,0.519,0.521,0.527,0.528,0.5303,0.5317,0.532,0.5356,0.5356,0.5356,0.5386,0.539,0.542,0.5425,0.545,0.545,0.5454,0.5483,0.5483,0.549,0.551,0.553,0.5537,0.554,0.558,0.559,0.5605,0.562,0.562,0.5757,0.577,0.5786,0.58,0.584,0.584,0.5923,0.5938,0.5938,0.5996,0.601,0.602,0.602,0.605,0.608,0.6094,0.6104,0.6104,0.612,0.616,0.6187,0.6245,0.63,0.633,0.633,0.6343,0.6396,0.6426,0.6494,0.6577,0.666,0.67,0.673,0.676,0.6797,0.706,0.7173,0.755
0.18332727,-0.992025,0.16089328,-0.76168525,0.10868525,-0.48705927,0.3845,0.3887,0.422,0.4316,0.4358,0.4478,0.4546,0.4614,0.4692,0.4705,0.4705,0.472,0.474,0.481,0.4817,0.483,0.487,0.4878,0.49,0.4907,0.4934,0.4941,0.5005,0.504,0.509,0.5093,0.5137,0.516,0.516,0.5176,0.5205,0.5205,0.5225,0.5234,0.524,0.528,0.5293,0.532,0.5337,0.535,0.54,0.54,0.5425,0.547,0.551,0.551,0.551,0.554,0.5566,0.558,0.558,0.559,0.559,0.559,0.559,0.562,0.562,0.5635,0.5635,0.5635,0.5674,0.5703,0.573,0.5757,0.5786,0.58,0.5815,0.583,0.583,0.584,0.59,0.59,0.5923,0.595,0.5967,0.598,0.598,0.598,0.5996,0.601,0.601,0.6035,0.605,0.605,0.6064,0.6094,0.6133,0.62,0.6216,0.6216,0.6216,0.63,0.638,0.6396,0.6616,0.6646,0.673,0.6772,0.6772,0.688
-0.15482593,0.4306426,-0.106675506,0.2041229,-0.05899274,0.16507104,0.4207,0.458,0.4663,0.4685,0.4712,0.4734,0.4746,0.4775,0.4795,0.481,0.4866,0.4885,0.4885,0.4893,0.4927,0.4949,0.4956,0.4956,0.4968,0.499,0.502,0.5024,0.5063,0.5093,0.511,0.5127,0.5195,0.5225,0.5234,0.529,0.5293,0.5293,0.5303,0.531,0.531,0.5317,0.5317,0.532,0.534,0.5356,0.5366,0.5366,0.5366,0.542,0.5454,0.547,0.547,0.5474,0.5483,0.549,0.5493,0.5503,0.552,0.553,0.5537,0.554,0.5566,0.558,0.559,0.562,0.565,0.5664,0.5664,0.5674,0.5703,0.5703,0.572,0.572,0.573,0.5747,0.5757,0.577,0.58,0.584,0.584,0.5884,0.5884,0.59,0.5923,0.5923,0.5996,0.601,0.602,0.602,0.605,0.6064,0.6094,0.6133,0.616,0.62,0.623,0.626,0.63,0.6396,0.648,0.648,0.6494,0.651,0.67,0.67
-1.1150264,-1.576787,-0.5178784,-0.8531728,-0.5497021,-0.89204735,0.314,0.3992,0.4097,0.4138,0.4143,0.4185,0.4207,0.4229,0.4282,0.44,0.4448,0.447,0.461,0.4636,0.4678,0.4734,0.4746,0.4753,0.4817,0.4817,0.483,0.485,0.49,0.492,0.4956,0.4976,0.4983,0.499,0.4998,0.4998,0.5005,0.508,0.509,0.511,0.511,0.5137,0.521,0.524,0.5337,0.535,0.5356,0.5356,0.5386,0.54,0.5405,0.547,0.5483,0.5503,0.551,0.555,0.5566,0.558,0.5605,0.565,0.5703,0.572,0.573,0.573,0.573,0.577,0.5786,0.5815,0.5854,0.59,0.59,0.5996,0.5996,0.601,0.6035,0.6035,0.6064,0.6094,0.6104,0.6133,0.6133,0.616,0.623,0.623,0.6245,0.6245,0.6284,0.633,0.6353,0.6353,0.638,0.6396,0.6396,0.641,0.641,0.648,0.6494,0.659,0.663,0.6953,0.699,0.709,0.709,0.716,0.7383,0.7437
-1.4577304,-0.08088567,-0.8044797,-0.0994217,-0.9430032,-0.10864152,0.4006,0.4165,0.422,0.4233,0.4248,0.4255,0.4263,0.4587,0.461,0.4614,0.4622,0.47,0.4817,0.4885,0.4885,0.492,0.492,0.4934,0.4949,0.4949,0.496,0.4968,0.4998,0.504,0.5044,0.5073,0.5073,0.508,0.5093,0.5107,0.5107,0.514,0.5156,0.521,0.5225,0.5254,0.528,0.528,0.5337,0.535,0.5454,0.547,0.5474,0.5483,0.549,0.552,0.554,0.5566,0.5566,0.558,0.558,0.5635,0.5635,0.5674,0.569,0.569,0.569,0.569,0.5703,0.5703,0.5747,0.577,0.5815,0.583,0.584,0.5854,0.59,0.5913,0.595,0.595,0.598,0.598,0.601,0.605,0.605,0.612,0.612,0.6147,0.616,0.616,0.626,0.626,0.627,0.63,0.6313,0.6353,0.6353,0.6367,0.6396,0.6523,0.6533,0.655,0.6562,0.659,0.6646,0.6714,0.6772,0.681,0.681,0.684
0.8648013,-0.18079987,0.6223582,-0.23933896,0.5314916,-0.23615071,0.3762,0.4207,0.4353,0.4448,0.4526,0.456,0.4568,0.4568,0.4573,0.4595,0.4622,0.463,0.4636,0.4788,0.4824,0.4885,0.49,0.4949,0.4956,0.4968,0.5024,0.5044,0.5044,0.5063,0.5103,0.511,0.5127,0.5137,0.514,0.515,0.517,0.5186,0.519,0.519,0.519,0.5195,0.527,0.5327,0.5356,0.537,0.54,0.547,0.5474,0.5493,0.553,0.553,0.555,0.555,0.5566,0.558,0.558,0.559,0.562,0.562,0.565,0.565,0.5674,0.569,0.572,0.5747,0.5747,0.577,0.577,0.577,0.5786,0.5815,0.583,0.584,0.584,0.5854,0.5884,0.5884,0.59,0.59,0.59,0.5913,0.5913,0.5938,0.601,0.608,0.6094,0.6094,0.612,0.612,0.612,0.6147,0.6147,0.6147,0.6177,0.6177,0.623,0.626,0.626,0.6343,0.641,0.6426,0.6523,0.67,0.681,0.6953
-0.2803189,0.045170423,-0.16522112,0.0031974278,-0.13833094,0.12205404,0.4365,0.4526,0.4656,0.4727,0.474,0.4753,0.4802,0.4817,0.4817,0.4824,0.483,0.4878,0.4934,0.4941,0.4998,0.5005,0.5073,0.508,0.5093,0.5093,0.5103,0.512,0.516,0.5176,0.5186,0.519,0.5195,0.521,0.521,0.521,0.5225,0.5254,0.528,0.5303,0.5303,0.5337,0.534,0.534,0.539,0.541,0.542,0.5435,0.544,0.5454,0.546,0.546,0.5474,0.5483,0.551,0.5522,0.554,0.5566,0.5566,0.5566,0.558,0.559,0.559,0.559,0.5605,0.562,0.562,0.562,0.5635,0.565,0.5674,0.5703,0.572,0.572,0.573,0.573,0.5747,0.5757,0.577,0.577,0.5786,0.5786,0.587,0.5923,0.5923,0.5923,0.598,0.598,0.598,0.6035,0.605,0.6064,0.608,0.608,0.6104,0.6187,0.6187,0.62,0.6216,0.623,0.6245,0.6245,0.6353,0.6494,0.6562,0.663
0.72129786,-1.2823151,0.5436175,-0.89662254,0.5380934,-1.0082741,0.3625,0.3762,0.381,0.4014,0.4055,0.4172,0.4229,0.4414,0.4448,0.4478,0.4531,0.456,0.4644,0.467,0.4712,0.4727,0.4768,0.4775,0.4824,0.4844,0.485,0.4907,0.4941,0.496,0.4968,0.499,0.5005,0.5024,0.5054,0.5107,0.512,0.512,0.5137,0.5156,0.517,0.5176,0.5205,0.522,0.5234,0.526,0.5337,0.5376,0.539,0.54,0.542,0.544,0.547,0.5483,0.549,0.5537,0.558,0.559,0.5605,0.5605,0.5605,0.562,0.562,0.562,0.5674,0.5703,0.572,0.5747,0.5747,0.5747,0.5786,0.5786,0.5815,0.5854,0.59,0.5913,0.5938,0.595,0.598,0.598,0.598,0.601,0.6035,0.6035,0.605,0.605,0.6094,0.6133,0.616,0.6177,0.6216,0.6245,0.63,0.63,0.641,0.641,0.655,0.6562,0.678,0.678,0.681,0.6865,0.6895,0.6924,0.7046,0.7144
