input_0,input_1,predicted_0,predicted_1,target_0,target_1,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99
1.4823376,2.8677745,0.29882857,0.70663476,0.29988718,0.7093631,0.008261766,0.020867147,0.034583606,0.043909483,0.053488914,0.062712334,0.07939545,0.09302179,0.10186268,0.11432881,0.1225403,0.13256747,0.14197682,0.15051334,0.15944752,0.16790625,0.1816764,0.19037916,0.20045575,0.21126473,0.22526197,0.23397855,0.24600083,0.25397134,0.2630623,0.27210566,0.2834909,0.2968439,0.3068807,0.31810722,0.32856414,0.33982497,0.3524581,0.36239484,0.37094492,0.37986657,0.38702965,0.39718923,0.40519875,0.41458917,0.42467758,0.431973,0.43949637,0.44926324,0.4573494,0.46614507,0.47398436,0.4825889,0.4892607,0.5017223,0.50857234,0.5190456,0.5297325,0.537921,0.54537123,0.5531714,0.56176645,0.5734616,0.5820766,0.59255874,0.60399413,0.6150062,0.6241696,0.6341114,0.64705044,0.65810156,0.66752297,0.676941,0.6896468,0.70279276,0.71295255,0.7228212,0.7314731,0.7390907,0.7501776,0.7620497,0.77413523,0.78942955,0.79685616,0.80457485,0.81411487,0.8221685,0.832126,0.84391576,0.85261106,0.86320615,0.8778072,0.8864739,0.9000107,0.9110639,0.9197656,0.9294919,0.9380305,0.94671834,0.9553071,0.9635911,0.975401,0.98379594,0.99083936,0.99999994
1.2297331,-0.40793696,0.55069,-0.2358594,0.5518646,-0.2369699,0.00926908,0.020111026,0.03170871,0.04180248,0.050890617,0.06180493,0.07523715,0.086783975,0.09648426,0.10804378,0.118296206,0.12806869,0.13919148,0.14965154,0.15788257,0.16671963,0.17729492,0.18650085,0.19764742,0.20656958,0.2168571,0.22547263,0.23472193,0.24351808,0.25331175,0.2628932,0.27483422,0.2849387,0.2946731,0.30347782,0.3122697,0.32486504,0.33479264,0.34517115,0.35538167,0.36461574,0.3732302,0.38278535,0.39121464,0.39962646,0.41121706,0.42223984,0.43195435,0.4420804,0.45224977,0.4628593,0.47079435,0.4817,0.4916194,0.50284517,0.5121574,0.52348226,0.5328143,0.5423832,0.55045897,0.559422,0.56784314,0.5781933,0.5889489,0.60048866,0.6115952,0.6219353,0.63190985,0.64139843,0.65401834,0.66416144,0.67400247,0.6833745,0.6937862,0.70514566,0.7156807,0.7271867,0.737117,0.74572307,0.7561117,0.76646584,0.7753483,0.78718776,0.79697305,0.80544364,0.8163008,0.82574004,0.83545333,0.8467935,0.8557675,0.8655716,0.8749861,0.88385886,0.89627707,0.9071329,0.91772825,0.9269516,0.9356082,0.94508207,0.95374084,0.96372265,0.97300756,0.9820614,0.99031556,1.0000001
-0.42036754,-0.22894523,-0.31492668,-0.11752139,-0.314363,-0.11840911,0.009209076,0.020161822,0.03045883,0.041189246,0.05075991,0.061357874,0.073268756,0.08407146,0.09431096,0.10526237,0.114979304,0.12473144,0.13498376,0.1455827,0.15504447,0.16511588,0.17577027,0.18569133,0.19581154,0.20465648,0.21424176,0.22376,0.2335524,0.2432099,0.2536461,0.2636378,0.2746388,0.2860008,0.29670632,0.3067705,0.3153005,0.32670903,0.33648008,0.3466228,0.35595807,0.36531273,0.37452742,0.38372862,0.39231506,0.40149105,0.41225293,0.42286548,0.43319884,0.44279087,0.45275864,0.46224904,0.4710832,0.48130834,0.490942,0.501679,0.5120417,0.52438784,0.5336093,0.5423651,0.55088985,0.5597667,0.5683741,0.5789905,0.58922267,0.5996392,0.61026853,0.62038845,0.6306311,0.6394793,0.6509199,0.6612402,0.67026454,0.67930984,0.6918458,0.70157725,0.71135145,0.72308195,0.7337256,0.74239737,0.75213563,0.76246285,0.77346116,0.7848537,0.7945846,0.8036836,0.81476545,0.823533,0.8326849,0.84416467,0.85354567,0.86311805,0.87230974,0.88128793,0.8928056,0.9036791,0.9140711,0.9243003,0.93327904,0.9423007,0.9519874,0.96159434,0.9716113,0.98143095,0.9901207,1.0
-0.009881574,-0.027996333,0.028604727,0.040580608,0.028247874,0.039692357,0.009306964,0.02024651,0.030627437,0.04132923,0.051112957,0.061672978,0.073513,0.08437139,0.09458319,0.10537946,0.11523135,0.1249416,0.13523436,0.14596297,0.15529838,0.16490693,0.1755553,0.18541682,0.19563228,0.20451413,0.2142621,0.22369257,0.23335347,0.24295732,0.25321856,0.26293206,0.27431366,0.28557432,0.29607618,0.30599397,0.31449705,0.32579076,0.33547822,0.3456377,0.3552196,0.36462134,0.37402824,0.383515,0.39241856,0.4015522,0.412309,0.42275876,0.4331403,0.4427073,0.4525538,0.46196988,0.47060162,0.4808444,0.49027315,0.50120205,0.5112386,0.5234813,0.5330305,0.54180783,0.55046594,0.5596577,0.5684051,0.5789622,0.58902895,0.5998907,0.6105485,0.62068474,0.63096035,0.6400851,0.6514632,0.6616589,0.67065585,0.68020827,0.6919089,0.7016953,0.7114625,0.7231019,0.7334159,0.74207085,0.7520239,0.76271886,0.77344614,0.784678,0.7943053,0.803572,0.81459534,0.8236369,0.8327477,0.8441843,0.85354424,0.8633317,0.8728031,0.8818078,0.89346,0.9042043,0.9145879,0.92453766,0.933766,0.9428896,0.9523057,0.9621663,0.9719086,0.98149115,0.9901229,0.9999999
-0.25100145,-1.243063,-0.20343094,-1.0491002,-0.20387015,-1.0478847,0.009276703,0.0199437,0.030086096,0.040636864,0.04966279,0.061048284,0.07334392,0.08358194,0.093490824,0.10472789,0.114757076,0.12482841,0.13550258,0.14652297,0.15575504,0.1663824,0.17710881,0.18671715,0.19699979,0.20600371,0.21583496,0.22528684,0.23492073,0.24453728,0.25483972,0.2653282,0.2767123,0.28804374,0.29842395,0.30859518,0.31684202,0.32914513,0.3387172,0.3496538,0.3584197,0.368553,0.37713256,0.38622206,0.39416558,0.4028611,0.41359994,0.42494935,0.4353394,0.44515446,0.45561194,0.46546814,0.47403407,0.48412436,0.49387538,0.5044655,0.51526284,0.52828455,0.53712404,0.54555,0.5534993,0.5619603,0.57022524,0.5806083,0.59087825,0.6011274,0.6114874,0.62164956,0.63154364,0.64002943,0.6514052,0.6618359,0.6709833,0.679158,0.6929621,0.70290196,0.7135598,0.72544813,0.73664755,0.74550426,0.755196,0.7652024,0.7758216,0.78723216,0.79664147,0.80529463,0.8163528,0.8241502,0.83337104,0.84556204,0.85483366,0.86394984,0.8726337,0.8815512,0.89335847,0.9049558,0.915694,0.92586106,0.9341381,0.9430584,0.9531201,0.9620622,0.97213423,0.98178196,0.99031556,0.9999998
-0.20583566,-0.25994354,-0.22822756,-0.09173417,-0.2437697,-0.09149888,0.009356602,0.020273566,0.030497544,0.041238043,0.050827354,0.061533816,0.073362395,0.084118634,0.09426723,0.10521155,0.11500896,0.124798894,0.13513692,0.14581956,0.15524551,0.1651941,0.17587836,0.18580079,0.1959422,0.20480788,0.21444324,0.2239472,0.2337461,0.24339646,0.25377512,0.26375532,0.27494347,0.2861946,0.2967412,0.30673122,0.31521368,0.326719,0.33647388,0.34677193,0.35618752,0.36572927,0.37503406,0.38426474,0.3929187,0.4020988,0.41287804,0.4235213,0.43396094,0.4436022,0.45351556,0.46300414,0.4718148,0.48197138,0.49151573,0.502324,0.5126046,0.52502203,0.5343052,0.5430463,0.5516298,0.5605606,0.5692146,0.57968295,0.5898997,0.60042447,0.61101395,0.6212415,0.6314653,0.64028895,0.6516748,0.6618791,0.6708822,0.6800467,0.6923,0.70200646,0.71188843,0.7235649,0.7341728,0.7428586,0.7526448,0.76312524,0.773997,0.7853364,0.7949547,0.80410576,0.8152102,0.8240381,0.8331724,0.8446553,0.8540336,0.8635963,0.87288064,0.8818634,0.89342785,0.9042355,0.91463155,0.9247582,0.93375576,0.94282174,0.9525075,0.9620694,0.9718861,0.98156303,0.99020326,1.0000001
0.5610703,0.5543185,0.052546334,0.10226696,0.05416663,0.10261828,0.008908839,0.020198885,0.030760005,0.04122488,0.051128134,0.061495736,0.074001834,0.08547667,0.09534448,0.10657336,0.11588527,0.12580441,0.13614294,0.14671019,0.15565117,0.16465788,0.17553598,0.18506813,0.19557877,0.20457008,0.21458271,0.22372735,0.23345819,0.24312332,0.25336516,0.26275754,0.27467638,0.28571838,0.29578906,0.3056121,0.31470388,0.32583654,0.33575356,0.34566784,0.3553717,0.3647492,0.37387878,0.3837183,0.39304957,0.40207058,0.4127129,0.42241085,0.432248,0.44158837,0.4509202,0.4604873,0.46880192,0.47888684,0.48763457,0.49914026,0.50834423,0.52030826,0.5304222,0.5393703,0.5481341,0.55754596,0.5667085,0.5774376,0.5868794,0.5981151,0.60859597,0.618436,0.6285882,0.63825834,0.65003544,0.660102,0.6698272,0.67999065,0.6906616,0.70134425,0.711303,0.7226573,0.7321811,0.74071777,0.75123227,0.762133,0.772366,0.7840643,0.79379064,0.80296546,0.81370306,0.8233815,0.8326492,0.843876,0.85292953,0.8630646,0.8731041,0.8822761,0.8940878,0.90469027,0.9150435,0.924279,0.9338665,0.94298106,0.9517555,0.9620332,0.9719523,0.9814213,0.99005866,1.0
0.1498768,0.88525873,-0.022470862,0.17572512,-0.022095041,0.17744644,0.009029554,0.02034617,0.03094637,0.04156567,0.05173097,0.061783966,0.07381134,0.08508728,0.095086165,0.106090814,0.11522514,0.124921896,0.13480312,0.14523867,0.15466237,0.16382012,0.17425439,0.18391335,0.19414783,0.20321825,0.2128781,0.22222903,0.23207518,0.24187458,0.25243023,0.26158577,0.27306938,0.2845923,0.29523498,0.30508775,0.3145005,0.32514578,0.3351679,0.34484988,0.35454577,0.363604,0.3727657,0.38269052,0.39164814,0.40051335,0.41111904,0.42040798,0.43035707,0.43959907,0.44875234,0.45810044,0.4666333,0.47673467,0.48529464,0.496444,0.50554544,0.5174269,0.5271915,0.5360017,0.54480326,0.55419993,0.5633795,0.57448,0.58402467,0.5949577,0.60550785,0.6152432,0.6256008,0.63535845,0.64698166,0.6572714,0.66696846,0.6769651,0.6881043,0.6991756,0.7087492,0.72007614,0.72948205,0.73822254,0.7488396,0.75992787,0.7707256,0.7824873,0.79224366,0.8013246,0.8117825,0.8215068,0.83067966,0.84219694,0.8514271,0.8615048,0.87138754,0.8807219,0.89219296,0.9029302,0.9133346,0.9228519,0.9325286,0.9416808,0.95056653,0.96098936,0.97108287,0.98108715,0.9898898,1.0
0.400233,0.28409955,0.049741134,0.073774226,0.050468728,0.07320088,0.009090712,0.020150304,0.03067835,0.041176237,0.051016595,0.06152923,0.07375914,0.0848715,0.09491494,0.105984665,0.115645744,0.12541266,0.13578285,0.14654216,0.15549031,0.1646579,0.17529187,0.18499461,0.19549954,0.20440519,0.21431395,0.22346365,0.23316048,0.24275692,0.2529285,0.26237786,0.27414355,0.285191,0.29547736,0.30516678,0.31389856,0.32517284,0.3349524,0.34500995,0.35471952,0.36414412,0.3733577,0.38305986,0.3922241,0.40130317,0.41203493,0.42212588,0.43215412,0.44164133,0.45130566,0.4608781,0.4692406,0.4795444,0.48867905,0.4999871,0.509508,0.5215733,0.53137887,0.5402298,0.5489509,0.5583422,0.56721693,0.57780105,0.5875978,0.5988213,0.609418,0.6194156,0.629585,0.6390813,0.65069854,0.6608458,0.67029864,0.6802528,0.69129753,0.7016499,0.71157706,0.72311795,0.7329318,0.7414873,0.7517422,0.76255816,0.7727756,0.78418696,0.79397357,0.8031787,0.8140655,0.8236036,0.83283406,0.84406096,0.8531928,0.86318624,0.87294745,0.88212293,0.8939289,0.904533,0.9149862,0.92446244,0.9339789,0.9430863,0.9520552,0.96228755,0.9719784,0.9814284,0.99006796,0.99999994
0.6113241,1.1400634,0.36075842,0.63174874,0.36008656,0.63145036,0.008881669,0.020399278,0.031297944,0.04173249,0.051790234,0.06176398,0.074824706,0.08670502,0.09643525,0.1079796,0.11700609,0.12675504,0.13674243,0.14671846,0.15602636,0.16500342,0.17608723,0.18545327,0.19585508,0.20526236,0.21596622,0.22501312,0.23519096,0.24460456,0.2548587,0.26387912,0.27572036,0.2872099,0.29748267,0.30778354,0.3175817,0.32844716,0.33892,0.34878582,0.35836577,0.36730346,0.3761214,0.38611594,0.39519936,0.4041671,0.4144051,0.42342666,0.4328719,0.44223395,0.45114985,0.4605922,0.4689582,0.4786443,0.4867916,0.49820983,0.5068361,0.51806426,0.528269,0.5370066,0.54556155,0.5546755,0.5640794,0.5752822,0.584424,0.59549165,0.60602826,0.6158786,0.6258417,0.6357879,0.6475801,0.65784156,0.66762406,0.6777811,0.6889655,0.70030457,0.7100924,0.7211458,0.73033464,0.7388189,0.7495237,0.760672,0.77161264,0.7840631,0.793289,0.8022305,0.8124419,0.82180107,0.8310529,0.8423657,0.85153437,0.86196923,0.8727547,0.8818603,0.89365685,0.904515,0.9146273,0.92391026,0.93340516,0.9425236,0.95116675,0.96128774,0.9717172,0.9813264,0.9899727,1.0000001
