Z0,Z1,X0,X1
-0.32970157,-0.060628727,-0.86034405,-0.030479113
0.032001212,0.7770568,0.101585664,1.4467916
0.46793863,0.5460662,1.2001175,1.4085346
-0.32612482,-0.0194392,-0.95718974,0.12818135
-0.18714963,0.133829,-0.35568884,0.16206363
0.6443379,0.05661757,1.5645534,0.38058248
-0.67533535,0.511421,-0.91989094,0.7530594
0.3537472,0.63392204,0.56301284,1.0974815
0.06888715,0.05429836,0.6761225,0.1928579
-0.40593305,-0.9863983,-0.9136016,-1.888694
-0.8615248,0.30856255,-1.9256612,0.8732102
0.63140476,0.09196396,1.0689257,0.3660434
-0.075246386,0.18750428,-0.12565249,0.85997325
0.63896686,0.02439803,1.4454918,0.2750257
-0.7523694,0.4702979,-1.3597726,1.0028712
0.6060445,-0.09176073,1.1107349,0.031843673
-0.3236266,-0.124083884,-0.6222728,-0.20608869
0.065340325,0.07016425,0.65193105,0.31400955
-0.32208574,-0.16647321,-0.77577466,-0.29494467
-0.7342258,-0.703448,-1.1804932,-1.015128
-0.20721969,0.77998734,-0.31525147,1.4136686
0.19063291,-1.1122254,0.2963942,-2.5116177
-0.9453041,0.011776458,-1.8802457,0.152196
0.025812477,-4.643519e-05,0.083809644,-0.25171238
-0.9576589,-0.09697258,-2.3300734,-0.056623206
-0.29821792,-1.0361661,-0.70465964,-2.0087478
0.33002535,0.6572797,0.64208126,1.2981794
0.52933604,0.48487157,1.9091296,1.7268441
0.62282085,0.008148024,0.9836871,0.22085074
0.30914465,0.6002706,0.40585494,1.0039111
0.05835953,0.008555465,0.5385718,-0.10550173
-0.90359986,-0.3543745,-1.239354,-0.43138206
-0.0820292,0.17963564,-0.16838422,0.6422045
-0.8483482,-0.5300552,-1.5980848,-0.86225474
0.25558138,-1.0959679,0.3715408,-1.8266455
-0.0076028905,0.76739025,-0.019691126,1.160537
0.49234372,0.5084186,1.0262189,1.1452272
1.0814327,-0.5554995,1.9880503,-0.8950683
0.5140811,0.48838264,1.3217707,1.2950258
0.64398456,0.11821846,1.5349091,0.5073419
0.4596381,-1.0473876,0.734458,-1.7552584
0.043707874,0.031559568,0.29176265,-0.07694333
0.13832994,-1.1073488,0.17874044,-1.9418608
0.638707,0.14459091,1.4045472,0.516197
-0.33774728,-0.14861418,-1.0626684,-0.27625018
0.45662415,-0.33253968,0.84630865,-0.4727951
0.041646734,0.7611447,0.054313216,1.1621084
-0.69829196,0.5492103,-1.872316,1.7687596
-0.29654047,0.055158097,-0.8655742,0.31658715
-0.74079627,-0.7039395,-1.4054992,-1.1990647
-0.16685331,0.7964562,-0.2753519,2.1528542
0.5001381,0.465257,0.66762644,0.7971296
-0.7057864,-0.7430149,-1.2589447,-1.1977241
-0.9480739,-0.05195786,-1.7634038,0.02213243
1.1063858,-0.5019478,1.7799734,-0.6149523
0.47959396,-1.0345899,0.6779428,-1.431252
1.2435877,-0.05558959,1.9688051,0.6420263
0.248958,-0.44058535,0.42339298,-0.38369688
-0.017337263,0.17395411,0.16328306,0.8476929
-0.09650249,-0.42846385,-0.04828158,-0.5675984
-0.048815265,0.8197883,0.118102714,3.4877787
-0.5744225,0.63747185,-1.0301237,1.3012702
0.059710495,0.048573643,0.5790347,0.113104165
0.018035052,0.025429396,-0.088424094,-0.107029915
0.5732746,0.38319108,1.2887875,0.9900029
-0.7063003,-0.7471983,-1.4044406,-1.3335098
-0.58724135,0.63461655,-1.2250258,1.5554667
0.26822245,-0.44405004,0.46762472,-0.51094353
1.1395297,-0.44651717,2.0058722,-0.5798699
-0.33037207,-0.059199903,-0.88997394,-0.020077024
-0.6158734,0.6283485,-1.7739619,2.176318
0.028399602,0.117614016,0.21171412,0.49113077
0.06364976,0.05994126,0.62891793,0.21795349
-0.914128,0.098478705,-1.2443357,0.18336074
0.44868633,-0.35344726,0.94612485,-0.68648356
-0.22228587,0.7794003,-0.3513469,1.478273
-0.1246785,0.17685135,-0.30390424,0.62975657
-0.08830161,-0.45110452,-0.28437376,-0.98283035
-0.63871604,-0.8145312,-1.1805347,-1.3549144
0.41857716,-0.39267197,0.9173511,-0.8555381
-0.1685069,0.17050645,-0.46577594,0.72957456
-0.09374149,-1.0854607,-0.1793204,-1.593606
-0.64506567,-0.8031637,-1.0592744,-1.2040472
-0.78743875,0.42851987,-1.5956326,1.028325
0.42766568,-0.34379336,0.63355684,-0.257463
-0.13710506,0.19508946,-0.35167003,1.0306678
-0.2350612,0.11166527,-0.5081727,0.25030956
-0.19797744,-0.36133194,-0.26047242,-0.54139245
-0.25653625,0.7804948,-0.47338858,1.8611299
0.29988718,0.7093631,1.4823376,2.8677745
-0.2464548,0.1292742,-0.80244184,0.699529
-0.69234574,-0.77974045,-1.9751784,-1.9038844
0.21620959,-0.49862432,0.44358265,-1.1381757
0.04986633,0.0941987,0.45507383,0.45435512
1.0031929,-0.6322986,1.2618952,-0.58723557
0.040800072,0.103685215,0.33789137,0.4679136
-0.08403477,0.23235191,-0.108172804,1.1197782
0.9799067,-0.6977173,1.8801345,-1.2958763
-0.15968294,0.05408109,-0.25964808,-0.113447905
-0.2579088,-0.33043787,-0.7877411,-0.76404434
0.6109764,0.20483193,0.81517655,0.49052337
0.046568926,0.05617816,0.30651197,0.11934437
1.2333082,-0.09480168,1.8096358,0.431811
-0.060074437,-0.44027668,0.051728643,-0.5202505
-0.06230812,0.18213226,-0.08253587,0.7583329
0.6172339,0.25355777,1.2396917,0.693071
-0.9365141,-0.29142475,-2.1737902,-0.5023637
-0.9090765,0.16081028,-1.5304177,0.37237576
-0.41287303,-0.97876143,-0.81313366,-1.6640787
-0.66339874,-0.7861195,-1.1221988,-1.209177
-0.14652528,0.1992849,-0.3799009,1.0510627
-0.8903839,-0.41332635,-1.3688922,-0.5575361
0.82551855,-0.830584,1.0988495,-0.9869794
-0.0380278,0.17720209,0.03420258,0.78228414
-0.2942717,0.013736545,-0.4738779,-0.040628918
-0.78738713,-0.6416861,-1.6018559,-1.139841
-0.78569883,-0.6515219,-1.836214,-1.3176953
-0.01595457,0.79016703,0.06408638,1.8059909
-0.1230365,0.16636056,-0.2867671,0.37966383
-0.10490758,0.184456,-0.23689248,0.79034656
-0.12651516,-0.1511311,-0.006177574,-0.3518359
0.46168548,0.55401194,1.2107675,1.4508158
-0.2599749,-0.30940333,-0.6130518,-0.611321
0.77881616,-0.87704057,1.2084094,-1.3094459
0.5603081,0.41441205,1.4421831,1.1504744
1.1410915,-0.43407968,1.8256311,-0.4698862
0.035971113,0.14587216,0.48921004,0.81010973
-0.00012834943,0.13604744,0.0028372284,0.4233336
-0.11895906,0.22231957,-0.2561457,1.106072
-0.360837,-1.004209,-0.6980224,-1.653162
0.048091497,0.00085495744,0.40493074,-0.2032051
-0.31394815,-1.0187223,-0.4985446,-1.4351543
-0.08422367,0.17529261,-0.18723664,0.54560167
-0.93560934,-0.0668851,-1.2828087,-0.03956874
-0.16038156,0.16694872,-0.4179197,0.57857275
1.0970107,-0.5282874,1.987979,-0.8146531
0.13927352,-0.48183662,0.26262513,-0.860691
0.34823078,-0.41471145,0.65099716,-0.6765102
-0.06412948,0.15021415,-0.19667616,0.2635598
-0.8804314,0.24139786,-1.4424313,0.50760865
0.43544137,0.55210215,0.60183966,0.91270214
0.05117061,0.7779733,0.18476088,1.6645318
-0.25629312,0.096045464,-0.6087857,0.29024348
1.2393097,-0.048819605,1.9242268,0.6729363
-0.8463494,0.30280584,-1.2096279,0.50086844
1.2500899,-0.14870311,2.8330843,0.19678661
0.40419373,-0.36071634,0.59777737,-0.26514253
0.41844195,0.5892833,0.87732536,1.2747817
-0.39183012,-0.18929408,-1.132934,-0.35727343
-0.20969531,0.08985569,-0.31130448,-0.035927527
-0.8859261,0.23545496,-1.5878098,0.555639
0.3220034,0.6770996,1.0429085,1.9550694
-0.08734529,0.0816686,-0.23873904,-0.032515973
-0.051050596,0.18286978,-0.014467739,0.83570635
0.53973657,-0.16327304,0.7116839,0.04621953
0.048133213,0.020943321,0.39208996,-0.12943123
-0.013052747,0.16041242,0.0820652,0.65273535
-0.74943507,0.46635446,-1.1868457,0.8432794
0.8256493,-0.82724947,1.0650593,-0.9270005
0.31159198,-0.43687794,0.6084003,-0.78537387
0.008795986,0.16225018,0.3068107,0.8488443
-0.11429374,-0.43261126,-0.27678803,-0.85773724
0.59042543,0.30671865,0.83831406,0.6290745
0.022955876,0.0666728,-0.051253084,0.09488102
-0.87376714,0.17764986,-1.1506422,0.28293616
0.014738659,0.055018507,-0.119317606,0.017741067
-0.3178482,-0.15311636,-0.55351704,-0.2601933
-0.28115365,0.06578582,-0.6832102,0.24619168
-0.15159814,0.7787567,-0.21505895,1.2272438
-0.8150939,-0.57879585,-1.2484658,-0.7917349
-0.16414037,0.13421133,-0.31150916,0.106523566
-0.21026286,0.090026185,-0.31218746,-0.034805823
0.14097802,-0.47668606,0.27726042,-0.71963143
0.043627344,0.05275944,0.24718611,0.081021
1.2446603,-0.12429753,2.294561,0.3631733
-0.9251583,-0.31057864,-1.6682812,-0.4349261
0.030898692,-0.018033288,0.21386462,-0.30430946
0.031512983,0.09611635,0.13106602,0.324601
0.6900874,-0.94581795,1.2938125,-1.8336674
-0.398597,-0.9906365,-0.9095904,-1.9137022
0.08568523,-0.46636552,0.2276175,-0.49709234
-0.939796,0.051370848,-1.9360942,0.25194055
0.61827004,-0.0836055,1.3807687,-0.0042786105
0.9738863,-0.6864728,1.3828925,-0.81703734
-0.84746206,0.10090239,-1.1681786,0.1861698
0.29556584,-0.44391224,0.5755052,-0.79392964
-0.323925,-0.013510075,-0.9357358,0.14292642
0.028968647,-1.1100471,-0.05193997,-2.22703
-0.27938473,0.07625918,-0.76564443,0.3255051
0.3493877,0.65871465,1.1245539,1.9142034
-0.05788049,0.13484655,-0.2046464,0.18735617
-0.092043884,-0.46416524,-0.36019456,-1.1227372
0.05407791,0.055734787,0.47007513,0.1482803
0.37429297,-0.43173227,0.812541,-0.948138
-0.9098388,-0.36029002,-1.5164297,-0.5003367
0.22792096,0.7180794,0.49174994,1.4661263
0.56622183,0.37352946,0.84770846,0.7333358
-0.93201274,-0.30489546,-2.031169,-0.5048557
-0.25424552,-1.0564281,-0.7122931,-2.3063734
1.2481078,-0.171426,2.9722068,0.051897056
-0.13733809,-0.40868065,-0.15686879,-0.58818454
0.6092683,-0.107228324,1.3328228,-0.06507618
1.244481,-0.06856767,1.9934317,0.5746152
0.5518646,-0.2369699,1.2297331,-0.40793696
0.41799265,0.5721857,0.58867776,0.94541526
-0.58886325,0.5927995,-0.8038717,0.87825716
-0.031610366,-1.082418,-0.02996284,-1.2769537
-0.8642529,0.2734321,-1.3252735,0.51645094
0.63187045,0.020685771,1.2108718,0.23667093
-0.57265687,-0.87787354,-1.2837869,-1.6992197
0.43122682,0.57056147,0.74028844,1.0783709
0.52342767,0.46530455,1.0849329,1.066197
0.5095116,0.49881488,1.4316856,1.4155868
0.5380934,-1.0082741,0.72129786,-1.2823151
-0.041536592,0.005473491,-0.17219402,-0.18790856
-0.64126915,0.58329713,-1.1064802,1.1463286
-0.48287794,0.6768601,-0.6699282,1.0107881
-0.3202404,-0.017908657,-0.80224097,0.087159105
-0.025189932,-1.0935658,-0.06963387,-1.5503731
0.63473475,0.2260765,1.7594472,0.8605771
-0.14501305,0.17055595,-0.3653031,0.5634566
0.063185655,0.076115884,0.629049,0.361442
0.21831383,-1.0875213,0.2789797,-1.3021106
1.2288202,-0.18507917,2.0765433,0.15778442
0.06413211,0.066909164,0.6361841,0.28085655
-0.43587875,0.7190345,-0.7943114,1.550259
-0.8402352,-0.51360726,-1.104132,-0.6189469
0.5600552,-0.20434296,1.0908773,-0.25292963
-0.11049845,0.16964215,-0.25680166,0.4190259
0.17282255,-0.49004474,0.32755113,-1.0956973
-0.23737134,-0.36464036,-0.75006294,-0.8836291
-0.92672294,0.082500316,-1.5073354,0.21954347
-0.19301163,0.14996442,-0.48979822,0.48106027
0.22607742,-0.46104038,0.41772294,-0.66384715
0.0883536,-0.49231952,0.12909274,-1.106994
-0.33917338,0.75196755,-0.5406213,1.4235854
-0.6909911,-0.7606961,-1.2694331,-1.2628106
-0.13650028,-1.0747507,-0.21986699,-1.5018953
0.23162612,0.7139675,0.4514495,1.3706516
1.2455642,-0.063236006,2.017269,0.6100263
0.017853495,0.007862841,-0.03853,-0.19482861
-0.2876651,0.048379593,-0.61465645,0.15021199
-0.15155067,-0.40328735,-0.25976324,-0.65639156
-0.92468846,-0.2985207,-1.5129892,-0.3888154
-0.04309291,0.13170701,-0.17932309,0.20848198
0.4573228,-1.0414752,0.637556,-1.416335
0.40384272,-0.38177556,0.77883655,-0.6471729
-0.025614934,0.18280083,0.15603888,0.9555415
0.010080517,0.056905784,-0.13757323,0.013444755
-0.03575043,0.165464,-0.050645616,0.5697368
0.560975,-0.20395797,1.106042,-0.2608725
0.349413,-0.4012965,0.5432296,-0.36107957
-0.6836834,0.5268223,-0.94857264,0.7986777
-0.32217577,0.012566802,-1.0242721,0.25980803
0.5798299,-0.18317719,1.2770642,-0.25450695
0.037538946,0.06353006,0.13368675,0.1385255
0.016765963,0.10376023,-0.010417284,0.2744585
-0.08332415,-0.44335598,-0.15025422,-0.77940315
0.09684977,-1.1118783,0.09186131,-2.2241106
-0.24803004,0.12237425,-0.774125,0.614052
0.55402654,-0.2138677,1.0680072,-0.26306114
-0.112068504,0.14787973,-0.26484892,0.17609484
0.19280407,-1.0981308,0.24861124,-1.5755785
-0.71674603,0.50506216,-1.1361761,0.9033654
0.03511562,0.10437071,0.23374303,0.4225484
1.2643784,-0.0033959744,2.7542408,1.5285505
0.6000373,0.30041575,1.0475183,0.69845873
-0.21428157,0.13368894,-0.5124762,0.37682274
-0.14940475,-1.0746319,-0.27162722,-1.6250185
-0.16088645,-0.39604145,-0.26660892,-0.63222724
0.025236933,-0.0086886035,0.107264735,-0.28396294
0.5632653,0.34867045,0.7362626,0.64899355
0.32878804,0.6610285,0.70662034,1.4035779
-0.015872411,0.07266009,-0.18132521,0.017030839
-0.011761546,0.13198724,-0.09198388,0.3172405
-0.041911233,0.07495342,-0.20864576,-0.013464639
-0.050402388,0.18312299,-0.009155077,0.8451111
0.5899355,-0.1562565,1.2659209,-0.17464177
-0.15386783,0.16541637,-0.38028452,0.49741128
-0.016261425,-1.1016797,-0.10405949,-1.9072322
-0.3061299,-0.24123676,-0.91524744,-0.50051486
-0.059904974,0.19577898,-0.0070212074,1.0349627
-0.13669442,0.17816804,-0.35129753,0.7207109
-0.050635044,0.18911836,0.021938512,0.96131915
-0.89486265,0.18187732,-1.2723799,0.32237184
0.053885516,0.10705935,0.572548,0.59079534
0.5949815,-0.120297305,1.0584358,-0.020191059
0.078030966,-0.47148523,0.18300168,-0.5851771
0.025983341,0.10130009,0.081489205,0.3200818
-0.10231308,0.18144277,-0.22685438,0.6911695
-0.30403253,0.01130767,-0.61099344,0.06303281
0.5713444,-0.1394693,0.76640487,0.048728876
0.2003523,0.72653127,0.37390876,1.3387579
0.0988734,-0.4792672,0.19418265,-0.7796876
-0.6717601,0.5540901,-1.1322423,1.0642871
-0.31043273,0.017405275,-0.8313334,0.20441446
0.4384151,0.5626369,0.7383346,1.0534449
-0.21445715,-0.33649728,-0.17312305,-0.44776586
0.5781633,-0.9927893,0.81502247,-1.3326093
-0.8198048,0.37807527,-1.657494,0.9142229
-0.89741296,0.24231662,-2.462893,0.8941203
-0.30072543,0.04739345,-0.87577873,0.30194286
1.0178267,-0.62155014,1.3323888,-0.6186707
0.5162219,-0.26412055,0.9382511,-0.30680078
-0.32032815,-0.07713114,-0.5330607,-0.14164177
0.03187142,0.071140476,0.05353904,0.1587145
0.051657822,0.05012597,0.42359522,0.09139066
0.48260838,-0.29319215,0.7367368,-0.21808758
0.04763604,0.04985629,0.33555117,0.07064038
-0.9037411,-0.30751052,-1.1651134,-0.3522039
-0.15206572,-0.15561669,-0.039004195,-0.34435317
-0.70166814,0.5344166,-1.4702176,1.3335513
-0.067657486,0.17364125,-0.15068689,0.55265313
0.17409192,-0.47671476,0.33245152,-0.82998335
0.50892687,-0.24389744,0.68839014,-0.076747544
0.36324957,0.6540896,1.353599,2.15408
-0.24178047,-1.0364316,-0.30550125,-1.237646
-0.09801582,-0.44069353,-0.23763745,-0.8692384
0.47371936,0.55452365,1.6884555,1.8810667
0.5755777,-0.98532146,0.72966015,-1.1086787
0.48899442,0.46605808,0.64835554,0.7993735
-0.8483294,0.32342696,-1.6202555,0.7587431
0.5123189,-1.0124422,0.63730377,-1.1496805
0.047861453,0.081401944,0.3692178,0.33483845
0.003545958,0.03983805,-0.15578587,-0.06041363
-0.5457719,0.66547894,-1.1937994,1.7272514
-0.23571286,-0.33882874,-0.5683767,-0.67574495
0.030589387,0.7705875,0.054838564,1.2375573
-0.37719464,-1.0015332,-0.8622883,-1.9168328
0.031847958,0.12337178,0.31760833,0.59295666
0.7032183,0.10941174,1.9536511,0.80765176
0.54780084,-1.0152297,0.9083685,-1.7642747
-0.9169135,0.19823702,-2.7271519,0.8492515
-0.2821809,-0.27407205,-0.64677775,-0.52822167
-0.010819922,-0.05964482,0.06123287,-0.34370306
0.64536184,0.20134695,1.9056338,0.8967368
-0.18384016,0.16249028,-0.5077262,0.6650754
-0.20223248,-0.37461933,-0.51699966,-0.77959275
0.117586076,-0.4808877,0.22435693,-0.81771046
0.98819345,-0.6687688,1.4000703,-0.7834264
-0.07412543,0.17296416,-0.17049176,0.520704
0.6823581,-0.9375378,0.96160614,-1.2327375
-0.2726982,0.10839229,-0.9098739,0.64778143
1.0597912,-0.5767877,1.634246,-0.71480805
-0.5824257,-0.86946905,-1.2787182,-1.6530198
0.32048768,-1.0403508,0.3917889,-1.1817621
-0.26833385,-1.0501103,-0.7130846,-2.2131965
0.0051147505,0.16660814,0.30080795,0.8788651
-0.946932,-0.18443614,-1.8587416,-0.2203156
-0.14815666,0.1744149,-0.3902473,0.67977005
0.42081928,0.5806173,0.7200398,1.0885615
0.048622012,0.10343262,0.4776095,0.5286584
0.6453785,0.20217894,1.9121838,0.9035389
-0.71020716,0.503723,-1.0178759,0.7898539
-0.53414404,-0.90830076,-1.235388,-1.8123088
-0.937817,0.061124954,-1.921905,0.27095887
